canonical_name,name_cn,name_jp,factions,primary_faction,basis,thbwiki_url,first_appearance
石长姬,石长姬,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
祐天上人,祐天上人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
秦河胜,秦河胜,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
稻荷大人,稻荷大人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
竹扫帚付丧神,竹扫帚付丧神,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
管狐,管狐,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
绿巨人,绿巨人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
绿色小人,绿色小人,緑の小人,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
茨木童子之臂,茨木童子之臂,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
莱卡,莱卡,ライカ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蓬莱人形封面和碟面的少女（夹克子&label子）,蓬莱人形封面和碟面的少女（夹克子&Label子）,蓬莱人形ジャケット・レーベルイラストの娘,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蓬莱人形封面的少女（夹克子）,蓬莱人形封面的少女（夹克子）,蓬莱人形ジャケットイラストの娘,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蓬莱人形封面的少女（夹克子）1,蓬莱人形封面的少女（夹克子）1,蓬莱人形ジャケットイラストの娘,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蓬莱人形碟面的少女（label子）,蓬莱人形碟面的少女（Label子）,蓬莱人形レーベルイラストの娘,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蓬莱人形碟面的少女（label子）1,蓬莱人形碟面的少女（Label子）1,蓬莱人形レーベルイラストの娘,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蕾迪霍瓦特洛克,蕾迪·霍瓦特洛克,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蛞蝓（蛞蝓卫门）,蛞蝓（蛞蝓卫门）,なめえもん,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
蟒蛇,蟒蛇,ウワバミ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
袈裟罗婆娑罗,袈裟罗婆娑罗,ケセランパサラン,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
读书狐狸,读书狐狸,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
运松翁,运松翁,運松,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
邪眼西格玛,邪眼西格玛,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
邪龙,邪龙,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
都市传说的怪异（阿菊、八尺大人等）,都市传说的怪异（阿菊、八尺大人等）,都市伝説の怪異（お菊さん、八尺さま他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
都市传说的怪异（阿菊、八尺大人等）2,都市传说的怪异（阿菊、八尺大人等）2,都市伝説の怪異（お菊さん、八尺さま他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
酒吧“oldadam”的客人,酒吧“Old Adam”的客人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
酒吧“oldadam”的老板,酒吧“Old Adam”的老板,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
酒吧客人,酒吧客人,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
酒吧老板,酒吧老板,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
酒虫,酒虫,酒虫,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
野槌,野槌,ツチノコ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
野狼灵,野狼灵,オオカミ霊,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
野铁炮,野铁炮,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
长相酷似周杰伦的参拜客,长相酷似周杰伦的参拜客,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
阴阳玉,阴阳玉,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
阿菊,阿菊,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
降神的神灵（天照、伊豆能卖等）,降神的神灵（天照、伊豆能卖等）,神降ろしの神霊（天照、伊豆能売他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
雷兽,雷兽,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
雷兽（务光）,雷兽（务光）,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
雷兽（务光）4,雷兽（务光）4,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
雷蜥蜴,雷蜥蜴,トカゲ,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
非想天则,非想天则,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
飞碟（红、蓝、绿、其他）,飞碟（红、蓝、绿、其他）,UFO（赤・青・緑、その他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
饿神,饿神,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
马凭,马凭,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
鲵吞亭店主,鲵吞亭店主,鯢呑亭の店主,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
鲵吞亭的常客,鲵吞亭的常客,鯢呑亭の常連,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
黄帝,黄帝,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
龙神,龙神,,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
龙（子龙、邪龙等）,龙（子龙、邪龙等）,龍（子龍、邪龍他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
龙（子龙、邪龙等）2,龙（子龙、邪龙等）2,龍（子龍、邪龍他）,未分类（暂无可核对原作群体）,未分类（暂无可核对原作群体）,暂无足够的一设群体资料，保留为未分类，不参与正式阵营推断。,,
兔子（玉兔、永远亭的妖怪兔等）,兔子（玉兔、永远亭的妖怪兔等）,兎（玉兎、永遠亭の妖怪兎他）,永远亭,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
兔子（玉兔、永远亭的妖怪兔等）2,兔子（玉兔、永远亭的妖怪兔等）2,兎（玉兎、永遠亭の妖怪兎他）,永远亭,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
八意永琳,八意永琳,八意 永琳,永远亭;作品首登：东方永夜抄,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/八意永琳,东方永夜抄
因幡天为（因幡帝）,因幡天为（因幡帝）,因幡 てゐ,永远亭;作品首登：东方永夜抄,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/因幡天为,东方永夜抄
因幡帝,因幡帝,因幡 てゐ,永远亭;作品首登：东方永夜抄,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/因幡天为,东方永夜抄
永远亭的妖怪兔,永远亭的妖怪兔,永遠亭の妖怪兎,永远亭,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
蓬莱山辉夜,蓬莱山辉夜,蓬莱山 輝夜,永远亭;作品首登：东方永夜抄,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/蓬莱山辉夜,东方永夜抄
铃仙优昙华院因幡,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,永远亭;作品首登：东方永夜抄,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/铃仙·优昙华院·因幡,东方永夜抄
铃仙二号,铃仙二号,レイセン,永远亭;作品首登：东方儚月抄 ～ Cage in Lunatic Runagate.,永远亭,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/Reisen,东方儚月抄 ～ Cage in Lunatic Runagate.
吉吊八千慧,吉吊八千慧,吉弔 八千慧,畜生界;作品首登：东方鬼形兽,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/吉吊八千慧,东方鬼形兽
埴安神袿姬,埴安神袿姬,埴安神 袿姫,畜生界;作品首登：东方鬼形兽,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/埴安神袿姬,东方鬼形兽
天火人血枪,天火人血枪,天火人 ちやり,畜生界;作品首登：东方兽王园,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/天火人血枪,东方兽王园
庭渡久侘歌,庭渡久侘歌,庭渡 久侘歌,畜生界;作品首登：东方鬼形兽,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/庭渡久侘歌,东方鬼形兽
日白残无,日白残无,日白 残無,畜生界;作品首登：东方兽王园,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/日白残无,东方兽王园
杖刀偶磨弓,杖刀偶磨弓,杖刀偶 磨弓,畜生界;作品首登：东方鬼形兽,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/杖刀偶磨弓,东方鬼形兽
豫母都日狭美,豫母都日狭美,豫母都 日狭美,畜生界;作品首登：东方兽王园,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/豫母都日狭美,东方兽王园
饕餮尤魔,饕餮尤魔,饕餮 尤魔,畜生界;作品首登：东方刚欲异闻,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/饕餮尤魔,东方刚欲异闻
骊驹早鬼,骊驹早鬼,驪駒 早鬼,畜生界;作品首登：东方鬼形兽,畜生界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/骊驹早鬼,东方鬼形兽
西行寺幽幽子,西行寺幽幽子,西行寺 幽々子,白玉楼;作品首登：东方妖妖梦,白玉楼,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/西行寺幽幽子,东方妖妖梦
魂魄妖忌,魂魄妖忌,魂魄 妖忌,白玉楼;作品首登：东方妖妖梦,白玉楼,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/魂魄妖忌,东方妖妖梦
魂魄妖梦,魂魄妖梦,魂魄 妖夢,白玉楼;作品首登：东方妖妖梦,白玉楼,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/魂魄妖梦,东方妖妖梦
丰聪耳神子,丰聪耳神子,豊聡耳 神子,神灵庙;作品首登：东方神灵庙,神灵庙,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/丰聪耳神子,东方神灵庙
宫古芳香,宫古芳香,宮古 芳香,神灵庙;作品首登：东方神灵庙,神灵庙,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/宫古芳香,东方神灵庙
物部布都,物部布都,物部 布都,神灵庙;作品首登：东方神灵庙,神灵庙,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/物部布都,东方神灵庙
苏我屠自古,苏我屠自古,蘇我 屠自古,神灵庙;作品首登：东方神灵庙,神灵庙,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/苏我屠自古,东方神灵庙
霍青娥,霍青娥,霍 青娥,神灵庙;作品首登：东方神灵庙,神灵庙,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/霍青娥,东方神灵庙
宇佐见堇子,宇佐见堇子,宇佐見 菫子,秘封俱乐部;外界;作品首登：东方深秘录,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/宇佐见堇子,东方深秘录
宇佐见莲子,宇佐见莲子,宇佐見 蓮子,秘封俱乐部;作品首登：莲台野夜行,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/宇佐见莲子,莲台野夜行
宇佐见莲子2,宇佐见莲子2,宇佐見蓮子,秘封俱乐部;作品首登：莲台野夜行,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/宇佐见莲子,莲台野夜行
梅莉（玛艾露贝莉赫恩）,梅莉（玛艾露贝莉·赫恩）,メリー,秘封俱乐部,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
玛艾露贝莉赫恩,玛艾露贝莉·赫恩,マエリベリー・ハーン,秘封俱乐部;作品首登：莲台野夜行,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/玛艾露贝莉·赫恩,莲台野夜行
玛艾露贝莉赫恩3,玛艾露贝莉·赫恩3,マエリベリー・ハーン,秘封俱乐部;作品首登：莲台野夜行,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/玛艾露贝莉·赫恩,莲台野夜行
玛艾露贝莉赫恩（梅莉）,玛艾露贝莉·赫恩（梅莉）,,秘封俱乐部,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
玛艾露贝莉赫恩（梅莉）1,玛艾露贝莉·赫恩（梅莉）1,,秘封俱乐部,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
莲子（宇佐见莲子）,莲子（宇佐见莲子）,蓮子,秘封俱乐部,秘封俱乐部,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,,
十六夜咲夜,十六夜咲夜,十六夜 咲夜,红魔馆;作品首登：东方红魔乡,红魔馆,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/十六夜咲夜,东方红魔乡
小恶魔,小恶魔,小悪魔,红魔馆;作品首登：东方红魔乡,红魔馆,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/小恶魔,东方红魔乡
帕秋莉诺蕾姬,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,红魔馆;作品首登：东方红魔乡,红魔馆,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/帕秋莉·诺蕾姬,东方红魔乡
红美铃,红美铃,紅 美鈴,红魔馆;作品首登：东方红魔乡,红魔馆,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/红美铃,东方红魔乡
芙兰朵露斯卡蕾特,芙兰朵露·斯卡蕾特,フランドール・スカーレット,红魔馆;作品首登：东方红魔乡,红魔馆,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/芙兰朵露·斯卡蕾特,东方红魔乡
蕾米莉亚斯卡蕾特,蕾米莉亚·斯卡蕾特,レミリア・スカーレット,红魔馆;作品首登：东方红魔乡,红魔馆,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/蕾米莉亚·斯卡蕾特,东方红魔乡
幻月,幻月,幻月,魔界;作品首登：东方幻想乡,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/幻月,东方幻想乡
梦子,梦子,夢子,魔界;作品首登：东方怪绮谈,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/梦子,东方怪绮谈
梦月,梦月,夢月,魔界;作品首登：东方幻想乡,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/梦月,东方幻想乡
神绮,神绮,神綺,魔界;作品首登：东方怪绮谈,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/神绮,东方怪绮谈
萨丽爱尔,萨丽爱尔,サリエル,魔界;作品首登：东方灵异传,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/萨丽爱尔,东方灵异传
露易兹,露易兹,ルイズ,魔界;作品首登：东方怪绮谈,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/露易兹,东方怪绮谈
魅魔,魅魔,魅魔,魔界;作品首登：东方灵异传,魔界,THBWiki角色资料/原作关系的保守群体映射；可同时属于作品首登标签。,https://thbwiki.cc/魅魔,东方灵异传
