region,round,round_label,category,entity_id,canonical_name,name_jp,name_cn,rank,equal_rank,points,primary_count,secondary_count,selection_count,ballots,primary_rate,selection_rate,comment_count,arrangement_count,arrangement_cumulative_count,undated_arrangement_count,arrangement_total_count,source_type,catalog_matched,catalog_owner,source_row_count
jp,14,JP14,music,,badapple,Bad Apple!!,Bad Apple!!,113,111,541.0,35.0,,506.0,23648.0,0.0691699604743083,0.021397158322056832,53.0,63.0,461.0,6.0,829.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,回忆京都,レトロスペクティブ京都,回忆京都,114,110,536.0,27.0,,509.0,23648.0,0.05304518664047151,0.02152401894451962,48.0,36.0,601.0,1.0,807.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,天衣无缝,天衣無縫,天衣无缝,115,114,525.0,38.0,,487.0,23648.0,0.07802874743326489,0.020593707713125846,56.0,12.0,111.0,0.0,189.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,御伽之国的鬼岛,御伽の国の鬼が島　～ Missing Power,御伽之国的鬼岛 ～ Missing Power,116,115,509.0,29.0,,480.0,23648.0,0.06041666666666667,0.02029769959404601,54.0,18.0,376.0,2.0,487.0,jp_legacy_official_html_table,1,伊吹萃香,1
jp,14,JP14,music,,夜空中的ufo恋曲,夜空のユーフォーロマンス,夜空中的UFO恋曲,117,120,498.0,43.0,,455.0,23648.0,0.0945054945054945,0.019240527740189445,55.0,32.0,322.0,3.0,430.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,永远的三日天下,永遠の三日天下,永远的三日天下,117,117,498.0,32.0,,466.0,23648.0,0.06866952789699571,0.019705683355886332,54.0,12.0,85.0,0.0,143.0,jp_legacy_official_html_table,1,鬼人正邪,1
jp,14,JP14,music,,悠久的蒸汽机关,悠久の蒸気機関,悠久的蒸汽机关,119,118,492.0,31.0,,461.0,23648.0,0.06724511930585683,0.01949424898511502,72.0,8.0,83.0,2.0,154.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,伏瓦鲁魔法图书馆,ヴワル魔法図書館,伏瓦鲁魔法图书馆,120,126,488.0,51.0,,437.0,23648.0,0.11670480549199085,0.01847936400541272,23.0,42.0,758.0,3.0,1151.0,jp_legacy_official_html_table,1,帕秋莉·诺蕾姬,1
jp,14,JP14,music,,大江山的花之酒宴,華のさかづき大江山,大江山的花之酒宴,121,119,485.0,25.0,,460.0,23648.0,0.05434782608695652,0.019451962110960758,43.0,27.0,440.0,4.0,669.0,jp_legacy_official_html_table,1,星熊勇仪,1
jp,14,JP14,music,,冻结的永远之都,凍り付いた永遠の都,冻结的永远之都,122,123,480.0,34.0,,446.0,23648.0,0.07623318385650224,0.01885994587280108,66.0,28.0,115.0,1.0,301.0,jp_legacy_official_html_table,1,稀神探女,1
jp,14,JP14,music,,星之器,星の器　～ Casket of Star,星之器 ～ Casket of Star,122,124,480.0,35.0,,445.0,23648.0,0.07865168539325842,0.01881765899864682,37.0,49.0,611.0,1.0,947.0,jp_legacy_official_html_table,1,雾雨魔理沙,1
jp,14,JP14,music,,樱花樱花japanizedream,さくらさくら　～ Japanize Dream...,樱花樱花 ～ Japanize Dream...,124,122,477.0,28.0,,449.0,23648.0,0.062360801781737196,0.01898680649526387,41.0,35.0,695.0,6.0,975.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,九月的南瓜,九月のパンプキン,九月的南瓜,125,121,476.0,24.0,,452.0,23648.0,0.05309734513274336,0.01911366711772666,45.0,28.0,126.0,0.0,245.0,jp_legacy_official_html_table,1,铃瑚,1
jp,14,JP14,music,,逆转的命运之轮,逆転するホイールオブフォーチュン,逆转的命运之轮,126,128,473.0,39.0,,434.0,23648.0,0.08986175115207373,0.01835250338294993,33.0,27.0,122.0,1.0,287.0,jp_legacy_official_html_table,1,稀神探女,1
jp,14,JP14,music,,东方萃梦想,東方萃夢想,东方萃梦想,127,127,471.0,36.0,,435.0,23648.0,0.08275862068965517,0.018394790257104193,37.0,22.0,356.0,2.0,490.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,希望之星直升青霄,希望の星は青霄に昇る,希望之星直升青霄,128,125,467.0,27.0,,440.0,23648.0,0.06136363636363636,0.018606224627875506,83.0,43.0,43.0,0.0,216.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,今昔幻想乡,今昔幻想郷　～ Flower Land,今昔幻想乡 ～ Flower Land,129,130,461.0,50.0,,411.0,23648.0,0.12165450121654502,0.017379905277401894,39.0,43.0,661.0,1.0,951.0,jp_legacy_official_html_table,1,风见幽香,1
jp,14,JP14,music,,凭坐处于梦与现实之间,憑坐は夢と現の間に　～ Necro-Fantasia,凭坐处于梦与现实之间 ～ Necro-Fantasia,130,129,447.0,25.0,,422.0,23648.0,0.05924170616113744,0.017845060893098782,70.0,1.0,1.0,0.0,70.0,jp_legacy_official_html_table,1,八云紫,1
jp,14,JP14,music,,orientaldarkflight,オリエンタルダークフライト,Oriental Dark Flight,131,132,446.0,38.0,,408.0,23648.0,0.09313725490196079,0.01725304465493911,48.0,43.0,555.0,1.0,784.0,jp_legacy_official_html_table,1,雾雨魔理沙,1
jp,14,JP14,music,,大神神话传,大神神話伝,大神神话传,132,134,434.0,37.0,,397.0,23648.0,0.09319899244332494,0.01678788903924222,54.0,32.0,288.0,0.0,518.0,jp_legacy_official_html_table,1,物部布都,1
jp,14,JP14,music,,voyage1970,ヴォヤージュ1970,Voyage1970,133,131,433.0,24.0,,409.0,23648.0,0.05867970660146699,0.01729533152909337,51.0,8.0,191.0,2.0,275.0,jp_legacy_official_html_table,1,蓬莱山辉夜|八意永琳,1
jp,14,JP14,music,,比赤色更红的梦,赤より紅い夢,比赤色更红的梦,133,137,433.0,44.0,,389.0,23648.0,0.11311053984575835,0.01644959404600812,46.0,14.0,368.0,3.0,527.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,虎纹的毘沙门天,虎柄の毘沙門天,虎纹的毘沙门天,135,136,428.0,34.0,,394.0,23648.0,0.08629441624365482,0.016661028416779432,46.0,26.0,461.0,3.0,660.0,jp_legacy_official_html_table,1,寅丸星,1
jp,14,JP14,music,,兔已着陆,兎は舞い降りた,兔已着陆,136,133,422.0,16.0,,406.0,23648.0,0.03940886699507389,0.01716847090663058,61.0,22.0,111.0,0.0,288.0,jp_legacy_official_html_table,1,清兰,1
jp,14,JP14,music,,漫游旧地狱街道,旧地獄街道を行く,漫游旧地狱街道,137,135,418.0,23.0,,395.0,23648.0,0.05822784810126582,0.016703315290933694,31.0,31.0,465.0,2.0,698.0,jp_legacy_official_html_table,1,星熊勇仪,1
jp,14,JP14,music,,樱花之恋塚,桜花之恋塚,樱花之恋塚,138,145,415.0,51.0,,364.0,23648.0,0.1401098901098901,0.015392422192151556,54.0,28.0,211.0,0.0,391.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,萃梦想,萃夢想,萃梦想,139,139,410.0,32.0,,378.0,23648.0,0.08465608465608465,0.01598443843031123,30.0,10.0,132.0,0.0,192.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,strawberrycrisis,Strawberry Crisis!!,Strawberry Crisis!!,140,140,409.0,35.0,,374.0,23648.0,0.09358288770053476,0.01581529093369418,37.0,21.0,295.0,4.0,438.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,永夜的报应imperishablenight,永夜の報い　～ Imperishable Night,永夜的报应 ～ Imperishable Night,141,143,406.0,38.0,,368.0,23648.0,0.10326086956521739,0.015561569688768605,48.0,19.0,325.0,0.0,501.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,来吧直到倒地死去的那一刻,いざ、倒れ逝くその時まで,来吧，直到倒地死去的那一刻,142,142,400.0,30.0,,370.0,23648.0,0.08108108108108109,0.015646143437077133,39.0,8.0,106.0,4.0,207.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,魔女们的舞会,魔女達の舞踏会,魔女们的舞会,143,138,399.0,19.0,,380.0,23648.0,0.05,0.016069012178619755,24.0,17.0,243.0,3.0,341.0,jp_legacy_official_html_table,1,魔理沙,1
jp,14,JP14,music,,heartfeltfancy,ハートフェルトファンシー,Heartfelt Fancy,144,143,393.0,25.0,,368.0,23648.0,0.06793478260869565,0.015561569688768605,44.0,48.0,575.0,6.0,854.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,地之色乃黄色,地の色は黄色,地之色乃黄色,145,140,390.0,16.0,,374.0,23648.0,0.0427807486631016,0.01581529093369418,56.0,2.0,35.0,0.0,55.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,春色小径,春色小径　～ Colorful Path,春色小径 ～ Colorful Path,146,146,388.0,36.0,,352.0,23648.0,0.10227272727272728,0.014884979702300407,35.0,52.0,752.0,2.0,1135.0,jp_legacy_official_html_table,1,博丽灵梦,1
jp,14,JP14,music,,永远之巫女,永遠の巫女,永远之巫女,147,150,385.0,47.0,,338.0,23648.0,0.1390532544378698,0.01429296346414073,62.0,21.0,266.0,5.0,417.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,captainmurasa,キャプテン・ムラサ,Captain Murasa,148,147,376.0,29.0,,347.0,23648.0,0.08357348703170028,0.014673545331529094,33.0,41.0,602.0,3.0,861.0,jp_legacy_official_html_table,1,村纱水蜜,1
jp,14,JP14,music,,小小的贤将,小さな小さな賢将,小小的贤将,149,148,373.0,27.0,,346.0,23648.0,0.07803468208092486,0.01463125845737483,28.0,29.0,462.0,4.0,689.0,jp_legacy_official_html_table,1,娜兹玲,1
jp,14,JP14,music,,幽梦inanimatedream,幽夢　～ Inanimate Dream,幽梦 ～ Inanimate Dream,150,154,369.0,37.0,,332.0,23648.0,0.11144578313253012,0.014039242219215155,45.0,30.0,231.0,0.0,360.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,法界之火,法界の火,法界之火,151,149,363.0,18.0,,345.0,23648.0,0.05217391304347826,0.014588971583220568,40.0,57.0,562.0,3.0,807.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,绯想天,緋想天,绯想天,152,152,360.0,25.0,,335.0,23648.0,0.07462686567164178,0.014166102841677942,22.0,4.0,95.0,1.0,146.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,华狭间的战场,華狭間のバトルフィールド,华狭间的战场,153,153,353.0,20.0,,333.0,23648.0,0.06006006006006006,0.014081529093369419,40.0,25.0,81.0,1.0,204.0,jp_legacy_official_html_table,1,茨木华扇,1
jp,14,JP14,music,,成对的神兽,一対の神獣,成对的神兽,154,151,352.0,16.0,,336.0,23648.0,0.047619047619047616,0.014208389715832206,44.0,62.0,62.0,0.0,251.0,jp_legacy_official_html_table,1,高丽野阿吽,1
jp,14,JP14,music,,特佩斯的年幼末裔,ツェペシュの幼き末裔,特佩斯的年幼末裔,155,156,348.0,27.0,,321.0,23648.0,0.08411214953271028,0.013574086603518267,28.0,30.0,467.0,1.0,691.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,柳树下的杜拉罕,柳の下のデュラハン,柳树下的杜拉罕,156,155,341.0,12.0,,329.0,23648.0,0.0364741641337386,0.013912381596752368,24.0,41.0,290.0,3.0,557.0,jp_legacy_official_html_table,1,赤蛮奇,1
jp,14,JP14,music,,crystallizesilver,クリスタライズシルバー,Crystallize Silver,157,158,339.0,37.0,,302.0,23648.0,0.12251655629139073,0.01277063599458728,30.0,32.0,634.0,2.0,868.0,jp_legacy_official_html_table,1,蕾蒂·霍瓦特洛克,1
jp,14,JP14,music,,妖精大战争,妖精大戦争　～ Fairy Wars,妖精大战争 ～ Fairy Wars,158,157,333.0,14.0,,319.0,23648.0,0.0438871473354232,0.013489512855209744,34.0,18.0,188.0,1.0,266.0,jp_legacy_official_html_table,1,桑尼米尔克|露娜切露德|斯塔萨菲雅,1
jp,14,JP14,music,,东方妖怪小町,東方妖怪小町,东方妖怪小町,159,158,324.0,22.0,,302.0,23648.0,0.0728476821192053,0.01277063599458728,31.0,11.0,246.0,1.0,356.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,前所未见的噩梦世界,見た事も無い悪夢の世界,前所未见的噩梦世界,160,161,320.0,22.0,,298.0,23648.0,0.0738255033557047,0.01260148849797023,49.0,20.0,74.0,1.0,202.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,轮椅上的未来宇宙,車椅子の未来宇宙,轮椅上的未来宇宙,161,162,317.0,28.0,,289.0,23648.0,0.09688581314878893,0.012220906630581868,27.0,36.0,255.0,5.0,408.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,我们的非想天则,ぼくらの非想天則,我们的非想天则,162,160,311.0,10.0,,301.0,23648.0,0.03322259136212625,0.012728349120433018,24.0,7.0,56.0,0.0,107.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,午夜的妖精舞会,真夜中のフェアリーダンス,午夜的妖精舞会,163,163,306.0,20.0,,286.0,23648.0,0.06993006993006994,0.012094046008119079,36.0,8.0,162.0,1.0,276.0,jp_legacy_official_html_table,1,桑尼米尔克|露娜切露德|斯塔萨菲雅,1
jp,14,JP14,music,,alicemaestra,アリスマエステラ,Alice Maestra,164,164,305.0,25.0,,280.0,23648.0,0.08928571428571429,0.011840324763193504,46.0,21.0,192.0,4.0,276.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,卫星露天咖啡座,衛星カフェテラス,卫星露天咖啡座,165,166,302.0,28.0,,274.0,23648.0,0.10218978102189781,0.01158660351826793,35.0,40.0,296.0,0.0,498.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,凋叶棕,ティアオイエツォン(withered leaf),凋叶棕（withered leaf）,166,167,297.0,27.0,,270.0,23648.0,0.1,0.01141745602165088,28.0,69.0,836.0,4.0,1160.0,jp_legacy_official_html_table,1,橙,1
jp,14,JP14,music,,识文解意的爱书人,判読眼のビブロフィリア,识文解意的爱书人,166,165,297.0,18.0,,279.0,23648.0,0.06451612903225806,0.011798037889039242,43.0,24.0,29.0,0.0,139.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,沉向空中的辉针城,空中に沈む輝針城,沉向空中的辉针城,168,169,290.0,24.0,,266.0,23648.0,0.09022556390977443,0.01124830852503383,37.0,18.0,134.0,3.0,243.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,romanticchildren,Romantic Children,Romantic Children,169,169,289.0,23.0,,266.0,23648.0,0.08646616541353383,0.01124830852503383,45.0,18.0,288.0,5.0,415.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,夜雀的歌声,夜雀の歌声　～ Night Bird,夜雀的歌声 ～ Night Bird,170,169,287.0,21.0,,266.0,23648.0,0.07894736842105263,0.01124830852503383,29.0,46.0,505.0,3.0,802.0,jp_legacy_official_html_table,1,米斯蒂娅·萝蕾拉,1
jp,14,JP14,music,,魔界地方都市秘境,魔界地方都市エソテリア,魔界地方都市秘境,171,168,284.0,16.0,,268.0,23648.0,0.05970149253731343,0.011332882273342355,34.0,24.0,315.0,4.0,435.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,rigidparadise,リジッドパラダイス,Rigid Paradise,172,172,276.0,21.0,,255.0,23648.0,0.08235294117647059,0.010783152909336942,19.0,35.0,465.0,2.0,766.0,jp_legacy_official_html_table,1,宫古芳香,1
jp,14,JP14,music,,蠢蠢的秋月,蠢々秋月　～ Mooned Insect,蠢蠢的秋月 ～ Mooned Insect,173,174,271.0,35.0,,236.0,23648.0,0.1483050847457627,0.009979702300405954,31.0,74.0,764.0,4.0,1148.0,jp_legacy_official_html_table,1,莉格露·奈特巴格,1
jp,14,JP14,music,,梦殿大祀庙,夢殿大祀廟,梦殿大祀庙,174,178,260.0,31.0,,229.0,23648.0,0.13537117903930132,0.009683694181326117,40.0,14.0,180.0,1.0,364.0,jp_legacy_official_html_table,1,苏我屠自古,1
jp,14,JP14,music,,黑海中的绯红,黒い海に紅く　～ Legendary Fish,黑海中的绯红 ～ Legendary Fish,175,177,256.0,26.0,,230.0,23648.0,0.11304347826086956,0.009725981055480379,29.0,8.0,186.0,1.0,262.0,jp_legacy_official_html_table,1,永江衣玖,1
jp,14,JP14,music,,神话幻想infinitebeing,神話幻想　～ Infinite Being,神话幻想 ～ Infinite Being,176,173,253.0,11.0,,242.0,23648.0,0.045454545454545456,0.010233423545331528,22.0,18.0,166.0,2.0,263.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,魔法少女十字军,魔法少女十字軍,魔法少女十字军,176,176,253.0,21.0,,232.0,23648.0,0.09051724137931035,0.009810554803788904,25.0,12.0,136.0,1.0,185.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,孤独的狼人,孤独なウェアウルフ,孤独的狼人,178,174,251.0,15.0,,236.0,23648.0,0.0635593220338983,0.009979702300405954,24.0,27.0,241.0,2.0,415.0,jp_legacy_official_html_table,1,今泉影狼,1
jp,14,JP14,music,,妖妖梦snoworcherrypetal,妖々夢　～ Snow or Cherry Petal,妖妖梦 ～ Snow or Cherry Petal,179,179,243.0,17.0,,226.0,23648.0,0.0752212389380531,0.00955683355886333,13.0,28.0,475.0,1.0,624.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,眷爱众生之神,人恋し神様　～ Romantic Fall,眷爱众生之神 ～ Romantic Fall,179,180,243.0,22.0,,221.0,23648.0,0.09954751131221719,0.009345399188092017,24.0,39.0,532.0,5.0,706.0,jp_legacy_official_html_table,1,秋静叶,1
jp,14,JP14,music,,阻绝人迹之桥,渡る者の途絶えた橋,阻绝人迹之桥,181,183,239.0,24.0,,215.0,23648.0,0.11162790697674418,0.009091677943166442,30.0,32.0,370.0,2.0,519.0,jp_legacy_official_html_table,1,水桥帕露西,1
jp,14,JP14,music,,御柱的墓场graveofbeing,御柱の墓場　～ Grave of Being,御柱的墓场 ～ Grave of Being,182,181,229.0,12.0,,217.0,23648.0,0.055299539170506916,0.009176251691474966,31.0,30.0,402.0,0.0,513.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,魔法使的忧郁,魔法使いの憂鬱,魔法使的忧郁,183,184,228.0,16.0,,212.0,23648.0,0.07547169811320754,0.008964817320703653,41.0,5.0,107.0,0.0,170.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,在美妙的墓地里住下吧,素敵な墓場で暮しましょ,在美妙的墓地里住下吧,184,182,225.0,9.0,,216.0,23648.0,0.041666666666666664,0.009133964817320704,29.0,20.0,235.0,1.0,359.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,神秘的人偶,エニグマティクドール,神秘的人偶,185,194,223.0,28.0,,195.0,23648.0,0.14358974358974358,0.00824594046008119,33.0,7.0,50.0,0.0,83.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,伊奘诺物质,イザナギオブジェクト,伊奘诺物质,186,189,221.0,20.0,,201.0,23648.0,0.09950248756218906,0.008499661705006765,19.0,42.0,163.0,0.0,311.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,mistlake,ミストレイク,Mist Lake,187,185,218.0,8.0,,210.0,23648.0,0.0380952380952381,0.008880243572395129,19.0,44.0,227.0,2.0,414.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,东方妖恋谈,東方妖恋談,东方妖恋谈,188,187,217.0,10.0,,207.0,23648.0,0.04830917874396135,0.008753382949932342,26.0,17.0,256.0,4.0,392.0,jp_legacy_official_html_table,1,博丽灵梦,1
jp,14,JP14,music,,你见到了那个影子吗,君はあの影を見たか,你见到了那个影子吗,188,186,217.0,9.0,,208.0,23648.0,0.04326923076923077,0.008795669824086604,25.0,1.0,30.0,0.0,47.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,飞翔于宇宙的不可思议巫女,宇宙を飛ぶ不思議な巫女,飞翔于宇宙的不可思议巫女,188,188,217.0,14.0,,203.0,23648.0,0.06896551724137931,0.00858423545331529,28.0,15.0,52.0,2.0,144.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,宇佐大人的白旗,お宇佐さまの素い幡,宇佐大人的白旗,191,190,214.0,14.0,,200.0,23648.0,0.07,0.008457374830852503,17.0,25.0,455.0,1.0,673.0,jp_legacy_official_html_table,1,因幡天为（因幡帝）,1
jp,14,JP14,music,,昏暗的风穴,暗闇の風穴,昏暗的风穴,192,196,212.0,19.0,,193.0,23648.0,0.09844559585492228,0.008161366711772667,26.0,34.0,391.0,4.0,583.0,jp_legacy_official_html_table,1,琪斯美,1
jp,14,JP14,music,,业火地幔,業火マントル,业火地幔,193,193,208.0,12.0,,196.0,23648.0,0.061224489795918366,0.008288227334235454,25.0,22.0,376.0,2.0,530.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,可爱的恶魔innocence,かわいい悪魔　～ Innocence,可爱的恶魔 ～ Innocence,194,198,206.0,21.0,,185.0,23648.0,0.11351351351351352,0.007823071718538566,17.0,5.0,49.0,2.0,101.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,禁断之门对面是此世还是彼世,禁断の扉の向こうは、この世かあの世か,禁断之门对面，是此世还是彼世,195,191,205.0,8.0,,197.0,23648.0,0.04060913705583756,0.008330514208389716,42.0,13.0,13.0,0.0,108.0,jp_legacy_official_html_table,1,丁礼田舞|尔子田里乃,1
jp,14,JP14,music,,魔法的笠地藏,魔法の笠地蔵,魔法的笠地藏,196,194,204.0,9.0,,195.0,23648.0,0.046153846153846156,0.00824594046008119,31.0,38.0,38.0,0.0,145.0,jp_legacy_official_html_table,1,矢田寺成美,1
jp,14,JP14,music,,守旧老爹与前卫少女,時代親父とハイカラ少女,守旧老爹与前卫少女,197,191,202.0,5.0,,197.0,23648.0,0.025380710659898477,0.008330514208389716,10.0,16.0,249.0,3.0,340.0,jp_legacy_official_html_table,1,云居一轮,1
jp,14,JP14,music,,gfree,G Free,G Free,198,203,199.0,18.0,,181.0,23648.0,0.09944751381215469,0.007653924221921515,17.0,28.0,267.0,1.0,427.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,幻视之夜ghostlyeyes,幻視の夜　～ Ghostly Eyes,幻视之夜 ～ Ghostly Eyes,198,204,199.0,20.0,,179.0,23648.0,0.11173184357541899,0.007569350473612991,18.0,38.0,567.0,3.0,844.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,徜徉于樱色之海,桜色の海を泳いで,徜徉于樱色之海,200,201,197.0,13.0,,184.0,23648.0,0.07065217391304347,0.007780784844384303,35.0,29.0,29.0,0.0,163.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,秘境的人鱼,秘境のマーメイド,秘境的人鱼,200,197,197.0,8.0,,189.0,23648.0,0.042328042328042326,0.007992219215155616,22.0,27.0,165.0,2.0,330.0,jp_legacy_official_html_table,1,若鹭姬,1
jp,14,JP14,music,,心绮楼囃子,心綺楼囃子,心绮楼囃子,202,198,194.0,9.0,,185.0,23648.0,0.04864864864864865,0.007823071718538566,12.0,3.0,24.0,0.0,54.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,盛夏的妖精梦,真夏の妖精の夢,盛夏的妖精梦,203,198,191.0,6.0,,185.0,23648.0,0.032432432432432434,0.007823071718538566,35.0,53.0,53.0,0.0,181.0,jp_legacy_official_html_table,1,爱塔妮缇拉尔瓦,1
jp,14,JP14,music,,桑尼米尔克的红雾异变,サニーミルクの紅霧異変,桑尼米尔克的红雾异变,204,202,189.0,7.0,,182.0,23648.0,0.038461538461538464,0.007696211096075778,28.0,5.0,42.0,1.0,64.0,jp_legacy_official_html_table,1,桑尼米尔克|芙兰朵露·斯卡蕾特,1
jp,14,JP14,music,,欢迎来到月面旅行团,月面ツアーへようこそ,欢迎来到月面旅行团,205,205,187.0,17.0,,170.0,23648.0,0.1,0.007188768606224628,33.0,21.0,189.0,0.0,350.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,花如幻想一般,花は幻想のままに,花如幻想一般,206,209,182.0,15.0,,167.0,23648.0,0.08982035928143713,0.00706190798376184,28.0,13.0,180.0,0.0,275.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,门再也进不去了,もうドアには入れない,门再也进不去了,207,207,179.0,10.0,,169.0,23648.0,0.05917159763313609,0.007146481732070365,27.0,9.0,9.0,0.0,84.0,jp_legacy_official_html_table,1,摩多罗隐岐奈|丁礼田舞|尔子田里乃,1
jp,14,JP14,music,,忘不了那曾依藉的绿意,忘れがたき、よすがの緑,忘不了，那曾依藉的绿意,208,205,177.0,7.0,,170.0,23648.0,0.041176470588235294,0.007188768606224628,34.0,12.0,61.0,0.0,148.0,jp_legacy_official_html_table,1,清兰,1
jp,14,JP14,music,,月之妖鸟化猫之幻,月の妖鳥、化猫の幻,月之妖鸟、化猫之幻,208,212,177.0,15.0,,162.0,23648.0,0.09259259259259259,0.006850473612990527,13.0,18.0,167.0,1.0,290.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,后院的妖怪参拜道,妖怪裏参道,后院的妖怪参拜道,210,211,176.0,13.0,,163.0,23648.0,0.07975460122699386,0.00689276048714479,24.0,21.0,192.0,0.0,294.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,魔术师梅莉,魔術師メリー,魔术师梅莉,211,210,174.0,9.0,,165.0,23648.0,0.05454545454545454,0.006977334235453316,18.0,30.0,268.0,3.0,474.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,赌上性命去恶作剧,いたずらに命をかけて,赌上性命去恶作剧,212,208,169.0,1.0,,168.0,23648.0,0.005952380952380952,0.007104194857916103,14.0,7.0,121.0,1.0,184.0,jp_legacy_official_html_table,1,桑尼米尔克|露娜切露德|斯塔萨菲雅,1
jp,14,JP14,music,,沉睡的恐怖sleepingterror,眠れる恐怖　～ Sleeping Terror,沉睡的恐怖 ～ Sleeping Terror,213,214,165.0,14.0,,151.0,23648.0,0.09271523178807947,0.00638531799729364,18.0,21.0,191.0,2.0,298.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,阿加尔塔之风,アガルタの風,阿加尔塔之风,214,217,164.0,19.0,,145.0,23648.0,0.1310344827586207,0.006131596752368065,31.0,14.0,91.0,2.0,179.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,sleepsheepparade,スリープシープ・パレード,Sleep Sheep·Parade,215,214,161.0,10.0,,151.0,23648.0,0.06622516556291391,0.00638531799729364,40.0,0.0,0.0,0.0,17.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,你所在之城的怪事,あなたの町の怪事件,你所在之城的怪事,215,213,161.0,8.0,,153.0,23648.0,0.05228758169934641,0.006469891745602165,20.0,11.0,173.0,2.0,247.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,剧毒身体,ポイズンボディ　～ Forsaken Doll,剧毒身体 ～ Forsaken Doll,217,216,160.0,11.0,,149.0,23648.0,0.0738255033557047,0.006300744248985115,23.0,22.0,304.0,2.0,459.0,jp_legacy_official_html_table,1,梅蒂欣·梅兰可莉,1
jp,14,JP14,music,,被封印的妖怪,封じられた妖怪　～ Lost Place,被封印的妖怪 ～ Lost Place,218,224,154.0,15.0,,139.0,23648.0,0.1079136690647482,0.00587787550744249,18.0,22.0,323.0,0.0,459.0,jp_legacy_official_html_table,1,黑谷山女,1
jp,14,JP14,music,,looserain,ルーズレイン,Loose Rain,219,220,152.0,9.0,,143.0,23648.0,0.06293706293706294,0.0060470230040595395,15.0,6.0,115.0,0.0,160.0,jp_legacy_official_html_table,1,,1
jp,14,JP14,music,,大空魔术magicalastronomy,大空魔術　～ Magical Astronomy,大空魔术 ～ Magical Astronomy,220,218,151.0,7.0,,144.0,23648.0,0.04861111111111111,0.006089309878213802,10.0,31.0,236.0,2.0,401.0,jp_legacy_official_html_table,1,,1
