round,question_id,answer_id,question_type,question,option_index,answer,related_json,mutex_json
11,13081,1304102,Single,您购买过国外的二次同人作品吗？,0,购买过国外的二次同人作品,"[13091,13101,13111]","[1312101,1312103]"
11,13081,1304103,Single,您购买过国外的二次同人作品吗？,1,没有购买过,"[13090,13100,13110]",[]
11,13091,1309101,Multiple,您购买的国外二次同人作品类型为？,0,音乐/音声类,[],[]
11,13091,1309102,Multiple,您购买的国外二次同人作品类型为？,1,漫画类,[],[]
11,13091,1309103,Multiple,您购买的国外二次同人作品类型为？,2,插画类,[],[]
11,13091,1309104,Multiple,您购买的国外二次同人作品类型为？,3,游戏类,[],[]
11,13091,1309105,Multiple,您购买的国外二次同人作品类型为？,4,文字类,[],[]
11,13091,1309106,Multiple,您购买的国外二次同人作品类型为？,5,视频类,[],[]
11,13091,1309107,Multiple,您购买的国外二次同人作品类型为？,6,实体周边类,[],[]
11,13091,1309108,Multiple,您购买的国外二次同人作品类型为？,7,服装饰品类,[],[]
11,13091,1309109,Multiple,您购买的国外二次同人作品类型为？,8,其它,[],[]
11,13101,1310101,Multiple,您购买国外二次同人作品的渠道为？,0,国内代理/正版引进,[],[]
11,13101,1310102,Multiple,您购买国外二次同人作品的渠道为？,1,电子版/下载版,[],[]
11,13101,1310103,Multiple,您购买国外二次同人作品的渠道为？,2,代购平台/代购店,[],[]
11,13101,1310104,Multiple,您购买国外二次同人作品的渠道为？,3,网购/转运,[],[]
11,13101,1310105,Multiple,您购买国外二次同人作品的渠道为？,4,实地购买（展会/实体店等）,[],[]
11,13101,1310106,Multiple,您购买国外二次同人作品的渠道为？,5,委托朋友帮买,[],[]
11,13101,1310107,Multiple,您购买国外二次同人作品的渠道为？,6,购买二手/他人转手,[],[]
11,13101,1310108,Multiple,您购买国外二次同人作品的渠道为？,7,其它,[],[]
11,13111,1311101,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,0,单价50RMB以内,[],[]
11,13111,1311102,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,1,单价100RMB以内,[],[]
11,13111,1311103,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,2,单价150RMB以内,[],[]
11,13111,1311104,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,3,单价200RMB以内,[],[]
11,13111,1311105,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,4,单价300RMB以内,[],[]
11,13111,1311106,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,5,单价500RMB以内,[],[]
11,13111,1311107,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,6,单价500RMB以上,[],[]
11,13121,1312101,Multiple,阻碍您购买二次同人作品的原因是？,0,缺少购买国外二次创作的渠道,[],[]
11,13121,1312102,Multiple,阻碍您购买二次同人作品的原因是？,1,缺少购买国内二次创作的渠道,[],[]
11,13121,1312103,Multiple,阻碍您购买二次同人作品的原因是？,2,不懂国外二次创作对应的外语,[],[]
11,13121,1312104,Multiple,阻碍您购买二次同人作品的原因是？,3,价格过高,[],[]
11,13121,1312105,Multiple,阻碍您购买二次同人作品的原因是？,4,不感兴趣,[],[]
11,13121,1312106,Multiple,阻碍您购买二次同人作品的原因是？,5,其它,[],[]
11,13121,1312107,Multiple,阻碍您购买二次同人作品的原因是？,6,不存在阻碍，我想买啥买啥！,[],[]
11,13131,1313101,Single,您在进行（任何形式、任何程度的）二次创作吗？,0,是，且有持续性的投入,[],[]
11,13131,1313102,Single,您在进行（任何形式、任何程度的）二次创作吗？,1,是，偶尔进行,[],[]
11,13131,1313103,Single,您在进行（任何形式、任何程度的）二次创作吗？,2,否,[],[]
11,13141,1314101,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,0,正在玩，并且有在游戏中消费,[],[]
11,13141,1314102,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,1,正在玩，但没有在游戏中消费,[],[]
11,13141,1314103,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,2,了解，没在玩，但一直在关注,[],[]
11,13141,1314104,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,3,了解，但没在玩，也不感兴趣,[],[]
11,13141,1314105,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,4,不了解，希望了解,[],[]
11,13141,1314106,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,5,不了解，也不感兴趣,[],[]
11,21011,2101101,Multiple,您在进行何种类型的二次创作？,0,音乐/音声类,[],[]
11,21011,2101102,Multiple,您在进行何种类型的二次创作？,1,漫画类,[],[]
11,21011,2101103,Multiple,您在进行何种类型的二次创作？,2,插画类,[],[]
11,21011,2101104,Multiple,您在进行何种类型的二次创作？,3,软件/游戏类,[],[]
11,21011,2101105,Multiple,您在进行何种类型的二次创作？,4,文字类,[],[]
11,21011,2101106,Multiple,您在进行何种类型的二次创作？,5,视频类,[],[]
11,21011,2101107,Multiple,您在进行何种类型的二次创作？,6,实体周边类,[],[]
11,21011,2101108,Multiple,您在进行何种类型的二次创作？,7,服装饰品类,[],[]
11,21011,2101109,Multiple,您在进行何种类型的二次创作？,8,其它,[],[]
11,21021,2102101,Multiple,在创作过程中，您的动力来源是？,0,表达对角色/音乐/作品的喜爱,[],[]
11,21021,2102102,Multiple,在创作过程中，您的动力来源是？,1,创作完成时的成就感,[],[]
11,21021,2102103,Multiple,在创作过程中，您的动力来源是？,2,观众对作品的反馈,[],[]
11,21021,2102104,Multiple,在创作过程中，您的动力来源是？,3,其它创作者的支持与鼓励,[],[]
11,21021,2102105,Multiple,在创作过程中，您的动力来源是？,4,通过创作作品来获取经济收益,[],[]
11,21021,2102106,Multiple,在创作过程中，您的动力来源是？,5,其它,[],[]
11,21031,2103101,Input,在诸多支持您进行创作的因素中，最主要的是？,0,,[],[]
11,21041,2104101,Multiple,在创作过程中遇到过什么样的困难？,0,需要从其他事情上分时间和精力,[],[]
11,21041,2104102,Multiple,在创作过程中遇到过什么样的困难？,1,感到技术力不足,[],[]
11,21041,2104103,Multiple,在创作过程中遇到过什么样的困难？,2,难以维持自己的动力,[],[]
11,21041,2104105,Multiple,在创作过程中遇到过什么样的困难？,3,缺少好用的线上发布或销售渠道,[],[]
11,21041,2104106,Multiple,在创作过程中遇到过什么样的困难？,4,发布后缺乏关注无人问津,[],[]
11,21041,2104107,Multiple,在创作过程中遇到过什么样的困难？,5,周边氛围对创作非常不友好,[],[]
11,21041,2104108,Multiple,在创作过程中遇到过什么样的困难？,6,经济上难以维持,[],[]
11,21041,2104109,Multiple,在创作过程中遇到过什么样的困难？,7,其它,[],[]
11,21051,2105101,Input,您认为在创作过程中遇到过的各种困难，可以如何得到改善？（如，印刷生产方面的建议和帮助、更好的同人作品发布平台，等等）,0,,[],[]
11,21061,2106101,Input,您认为您需要/希望获得来自平台方面的何种帮助？（如建立新的推荐作品的渠道等）（如果认为现在状况很好可以写现状很好）,0,,[],[]
11,21071,2107101,Single,基于线下的同人展会对您来说意义如何？,0,非常重要，是作品销量的大头所在,[],[]
11,21071,2107102,Single,基于线下的同人展会对您来说意义如何？,1,有一定的参展需求,[],[]
11,21071,2107103,Single,基于线下的同人展会对您来说意义如何？,2,可有可无，随缘参加,[],[]
11,21071,2107104,Single,基于线下的同人展会对您来说意义如何？,3,从不参加,[],[]
11,22011,2201101,Single,您玩过STG正作吗？,0,玩过,[22021],[]
11,22011,2201102,Single,您玩过STG正作吗？,1,没玩过,[22020],[]
11,22021,2202101,Single,您以什么为目标游玩STG？,0,我只想体验游戏流程和视听表现,[],[]
11,22021,2202102,Single,您以什么为目标游玩STG？,1,我想通关游戏,[],[]
11,22021,2202103,Single,您以什么为目标游玩STG？,2,我想挑战游戏的高难度,[],[]
11,22021,2202104,Single,您以什么为目标游玩STG？,3,我想挑战游戏的neta挑战,[],[]
11,22021,2202105,Single,您以什么为目标游玩STG？,4,我想挑战游戏的最高得分,[],[]
11,22031,2203101,Single,您玩过旧作吗？,0,玩过且已有一部或以上的作品通关,[],[]
11,22031,2203102,Single,您玩过旧作吗？,1,玩过,[],[]
11,22031,2203103,Single,您玩过旧作吗？,2,没玩过,[],[]
11,22041,2204101,Single,您玩过FTG作（单人）吗？,0,玩过,[22051],[]
11,22041,2204102,Single,您玩过FTG作（单人）吗？,1,没玩过,[22050],[]
11,22051,2205101,Single,您以什么为目标游玩FTG？,0,我只想体验游戏流程和视听表现,[],[]
11,22051,2205102,Single,您以什么为目标游玩FTG？,1,我想通关某部作品的某些路线,[],[]
11,22051,2205103,Single,您以什么为目标游玩FTG？,2,我想通关某部作品的全部路线,[],[]
11,22051,2205104,Single,您以什么为目标游玩FTG？,3,我想要磨练自己的游戏技术,[],[]
11,22061,2206101,Single,您玩过FTG作（多人）吗？,0,玩过,[22071],[]
11,22061,2206102,Single,您玩过FTG作（多人）吗？,1,没玩过,[22070],[]
11,22071,2207101,Single,您的多人FTG对战情况是什么样的？,0,我与没什么游戏经验的朋友进行过联机对战,[],[]
11,22071,2207102,Single,您的多人FTG对战情况是什么样的？,1,我与对游戏较为熟悉的玩家进行过对战,[],[]
11,22071,2207103,Single,您的多人FTG对战情况是什么样的？,2,我与游戏水平较高的玩家进行过互有胜负的对战,[],[]
11,22071,2207104,Single,您的多人FTG对战情况是什么样的？,3,我在经常进行格斗对战的社交圈内处于顶尖水平,[],[]
11,22081,2208101,Single,您是否玩过《东方兽王园》？,0,玩过,[],[]
11,22081,2208102,Single,您是否玩过《东方兽王园》？,1,没玩过,[],[]
11,23011,2301101,Single,您是否（作为游客/摊主）参加过东方主题的线下活动？,0,是,[23021],[]
11,23011,2301102,Single,您是否（作为游客/摊主）参加过东方主题的线下活动？,1,否,[23022],[]
11,23021,2302101,Single,您2023年内是否（作为游客/摊主）参加过东方主题的线下活动？,0,是,[],[]
11,23021,2302102,Single,您2023年内是否（作为游客/摊主）参加过东方主题的线下活动？,1,否,[],[]
11,23022,2302201,Multiple,您没有参加过展会的原因是？,0,想去的展会被取消,[],[]
11,23022,2302202,Multiple,您没有参加过展会的原因是？,1,没有时间,[],[]
11,23022,2302203,Multiple,您没有参加过展会的原因是？,2,路费太贵,[],[]
11,23022,2302204,Multiple,您没有参加过展会的原因是？,3,生活环境原因,[],[]
11,23022,2302205,Multiple,您没有参加过展会的原因是？,4,不知道线下展会的信息,[],[]
11,23022,2302206,Multiple,您没有参加过展会的原因是？,5,其它,[],[]
11,23031,2303101,Single,您是否只考虑参加本地或附近地区的同人展？,0,仅参加本地或附近地区的展会,[],[]
11,23031,2303102,Single,您是否只考虑参加本地或附近地区的同人展？,1,异地的展会也会去,[],[]
11,23041,2304101,Single,您了解官方授权商业游戏《东方弹幕神乐 失落幻想》及前作吗？,0,玩过前作东方弹幕神乐，对新作很感兴趣,[23051],[]
11,23041,2304102,Single,您了解官方授权商业游戏《东方弹幕神乐 失落幻想》及前作吗？,1,玩过前作东方弹幕神乐，现在不感兴趣了,[23051],[]
11,23041,2304103,Single,您了解官方授权商业游戏《东方弹幕神乐 失落幻想》及前作吗？,2,只是听说过，不过感兴趣,[23050],[]
11,23041,2304104,Single,您了解官方授权商业游戏《东方弹幕神乐 失落幻想》及前作吗？,3,没玩过，也不感兴趣,[23050],[]
11,23061,2306101,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,0,十分了解,[],[]
11,23061,2306102,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,1,听闻过相关信息,[],[]
11,23061,2306103,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,2,没听说过,[],[]
11,23061,2306104,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,3,不关注这些,[],[]
11,24011,2401101,Multiple,您是否购买过已经引进的正版简中出版物？,0,东方人物名鉴 常世篇/宵暗篇,[24020],[]
11,24011,2401102,Multiple,您是否购买过已经引进的正版简中出版物？,1,东方文果真报,[24020],[]
11,24011,2401103,Multiple,您是否购买过已经引进的正版简中出版物？,2,东方醉蝶华,[24020],[]
11,24011,2401104,Multiple,您是否购买过已经引进的正版简中出版物？,3,东方三月精,[24020],[]
11,24011,2401105,Multiple,您是否购买过已经引进的正版简中出版物？,4,我没有购买任何官方中文出版物,[24021],[]
11,24021,2402101,Single,您未购买的原因是,0,相比于这些作品，我对其他官方出版物更感兴趣,[24030],[]
11,24021,2402102,Single,您未购买的原因是,1,我已经有类似的其他语言官方正版书籍了,[24030],[]
11,24021,2402103,Single,您未购买的原因是,2,我已经有类似的盗版书籍了,[24030],[]
11,24021,2402104,Single,您未购买的原因是,3,我的经济能力有限,[24030],[]
11,24021,2402105,Single,您未购买的原因是,4,我不感兴趣,[24031],[]
11,24031,2403101,Single,您更感兴趣的作品是,0,东方求闻口授/史记,[24040],[]
11,24031,2403102,Single,您更感兴趣的作品是,1,东方香霖堂,[24040],[]
11,24031,2403103,Single,您更感兴趣的作品是,2,东方茨歌仙,[24040],[]
11,24031,2403104,Single,您更感兴趣的作品是,3,东方铃奈庵,[24040],[]
11,24031,2403105,Single,您更感兴趣的作品是,4,东方智灵奇传,[24040],[]
11,24031,2403106,Single,您更感兴趣的作品是,5,东方儚月抄系列,[24040],[]
11,24031,2403107,Single,您更感兴趣的作品是,6,东方文花帖,[24040],[]
11,24031,2403108,Single,您更感兴趣的作品是,7,魔理沙的魔法书,[24040],[]
11,24031,2403109,Single,您更感兴趣的作品是,8,秘封俱乐部异界摄影记录,[24040],[]
11,24031,2403110,Single,您更感兴趣的作品是,9,东方外来韦编,[24040],[]
11,24031,2403111,Single,您更感兴趣的作品是,10,东方紫香花,[24040],[]
11,24031,2403112,Single,您更感兴趣的作品是,11,其他ZUN参与的书籍,[24041],[]
11,24051,2405101,Single,您认为现在的官中出版物定价如何？,0,合适,[],[]
11,24051,2405102,Single,您认为现在的官中出版物定价如何？,1,定价偏高,[],[]
11,24051,2405103,Single,您认为现在的官中出版物定价如何？,2,定价偏低,[],[]
11,24061,2406101,Single,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,0,支持,[24070],[]
11,24061,2406102,Single,您是否支持继续以目前的模式（保持现在的引进速度及质量）引进官中出版物？,1,不支持,[24071],[]
11,24081,2408101,Single,您对于目前引进的官中出版物质量是否满意？,0,满意,[24090],[]
11,24081,2408102,Single,您对于目前引进的官中出版物质量是否满意？,1,不满意,[24091],[]
11,24101,2410101,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,0,是，并且购买了对应的正版,[24111],[]
11,24101,2410102,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,1,是，并且没有购买对应的正版,[24111],[]
11,24101,2410103,Single,您是否使用过盗版官作游戏？（注：网络上免费下载的完整官作游戏均为盗版）,2,否,[24110],[]
11,24121,2412101,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,0,（有意或无意地）购买过,[24131],[]
11,24121,2412102,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,1,听说过,[24131],[]
11,24121,2412103,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,2,没有听说过,[24130],[]
11,24141,2414101,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,0,见到过相关的盗用情况,[24151],[]
11,24141,2414102,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,1,听说过,[24151],[]
11,24141,2414103,Single,您是否了解在同人创作中存在的盗用（如盗视频，挪用换皮，抄袭剽窃等）？,2,没有听说过,[24150],[]
11,24161,2416101,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,0,已购入过引进的作品,[],[]
11,24161,2416102,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,1,听说过,[],[]
11,24161,2416103,Single,您是否了解类似流星计划、因幡帝汉化组这样的同人作品正版引进的组织？,2,没有听说过,[],[]
11,25011,2502501,Single,请问您是否知道“THBWiki”？,0,一直在使用,[],[]
11,25011,2502502,Single,请问您是否知道“THBWiki”？,1,偶尔会使用,[],[]
11,25011,2502503,Single,请问您是否知道“THBWiki”？,2,基本不使用,[],[]
11,25011,2502504,Single,请问您是否知道“THBWiki”？,3,仅仅知道存在但是没有访问过,[],[]
11,25011,2502505,Single,请问您是否知道“THBWiki”？,4,现在才知道它的存在,[],[]
11,25021,2502101,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,0,一直在使用,[25030],[]
11,25021,2502102,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,1,偶尔会使用,[25030],[]
11,25021,2502103,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,2,基本不使用,[25031],[]
11,25021,2502104,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,3,仅仅知道存在但是没有访问过,[25031],[]
11,25021,2502105,Single,请问您是否知道VoileLabs的下属网站“PatchyVideo（帕琪站）”？,4,现在才知道它的存在,[25031],[]
11,25031,2503101,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,0,了解并且在使用,[],[]
11,25031,2503102,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,1,了解但没有使用,[],[]
11,25031,2503103,Single,请问您是否了解视频索引站（如帕琪站）的具体功能的用途？,2,不了解,[],[]
11,25051,2505101,Single,您平时是否会“主动”关注东方信息？,0,会,[],[]
11,25051,2505102,Single,您平时是否会“主动”关注东方信息？,1,不会，但是会被动从社交环境中获得信息,[],[]
11,25051,2505103,Single,您平时是否会“主动”关注东方信息？,2,想主动关注，但是不知道从何关注,[],[]
11,25051,2505104,Single,您平时是否会“主动”关注东方信息？,3,完全不想关注,[],[]
11,25061,2506101,Multiple,您接触东方信息的渠道有哪些？,0,视频网站（如B站等）,[],[]
11,25061,2506102,Multiple,您接触东方信息的渠道有哪些？,1,短视频平台（如抖音，快手等）,[],[]
11,25061,2506103,Multiple,您接触东方信息的渠道有哪些？,2,即时通信工具（如QQ、微信、Discord等）,[],[]
11,25061,2506104,Multiple,您接触东方信息的渠道有哪些？,3,主题社区（如百度贴吧，论坛等）,[],[]
11,25061,2506105,Multiple,您接触东方信息的渠道有哪些？,4,生活分享平台（如INS、小红书等）,[],[]
11,25061,2506106,Multiple,您接触东方信息的渠道有哪些？,5,SNS平台（如QQ空间，微博，X（推特）等）,[],[]
11,25061,2506107,Multiple,您接触东方信息的渠道有哪些？,6,社交网络（如人人，FB，G+等）,[],[]
11,25061,2506108,Multiple,您接触东方信息的渠道有哪些？,7,现实生活（如学校社团）,[],[]
11,25061,2506109,Multiple,您接触东方信息的渠道有哪些？,8,其他途径,[],[]
11,25071,2507101,Multiple,您“主动”关注的信息类型有哪些？,0,东方官方情报（如新作发布、ZUN的动态等）,[],[]
11,25071,2507102,Multiple,您“主动”关注的信息类型有哪些？,1,国内二次创作作品,[],[]
11,25071,2507103,Multiple,您“主动”关注的信息类型有哪些？,2,日本/海外二次创作作品,[],[]
11,25071,2507104,Multiple,您“主动”关注的信息类型有哪些？,3,东方社群内的实时话题/梗/Meme等,[],[]
11,25071,2507105,Multiple,您“主动”关注的信息类型有哪些？,4,线下活动相关,[],[]
11,25071,2507106,Multiple,您“主动”关注的信息类型有哪些？,5,其他,[],[]
11,25081,2508101,Multiple,您平时被动接触到的信息类型有哪些？,0,东方官方情报（如新作发布、ZUN的动态等）,[],[]
11,25081,2508102,Multiple,您平时被动接触到的信息类型有哪些？,1,国内二次创作作品,[],[]
11,25081,2508103,Multiple,您平时被动接触到的信息类型有哪些？,2,日本/海外二次创作作品,[],[]
11,25081,2508104,Multiple,您平时被动接触到的信息类型有哪些？,3,东方社群内的实时话题/梗/Meme等,[],[]
11,25081,2508105,Multiple,您平时被动接触到的信息类型有哪些？,4,线下活动相关,[],[]
11,25081,2508106,Multiple,您平时被动接触到的信息类型有哪些？,5,其他,[],[]
11,25091,2509101,Multiple,您通过哪些账号或平台了解东方信息？,0,Bilibili,[25100],[]
11,25091,2509102,Multiple,您通过哪些账号或平台了解东方信息？,1,抖音,[25100],[]
11,25091,2509103,Multiple,您通过哪些账号或平台了解东方信息？,2,快手,[25100],[]
11,25091,2509104,Multiple,您通过哪些账号或平台了解东方信息？,3,微博,[25100],[]
11,25091,2509105,Multiple,您通过哪些账号或平台了解东方信息？,4,小红书,[25100],[]
11,25091,2509106,Multiple,您通过哪些账号或平台了解东方信息？,5,X（推特）,[25100],[]
11,25091,2509107,Multiple,您通过哪些账号或平台了解东方信息？,6,INS,[25100],[]
11,25091,2509108,Multiple,您通过哪些账号或平台了解东方信息？,7,X岛匿名版,[25100],[]
11,25091,2509109,Multiple,您通过哪些账号或平台了解东方信息？,8,虎扑,[25100],[]
11,25091,2509110,Multiple,您通过哪些账号或平台了解东方信息？,9,THBWiki,[25100],[]
11,25091,2509111,Multiple,您通过哪些账号或平台了解东方信息？,10,萌娘百科,[25100],[]
11,25091,2509112,Multiple,您通过哪些账号或平台了解东方信息？,11,Niconico,[25100],[]
11,25091,2509113,Multiple,您通过哪些账号或平台了解东方信息？,12,Youtube,[25100],[]
11,25091,2509114,Multiple,您通过哪些账号或平台了解东方信息？,13,Pixiv,[25100],[]
11,25091,2509115,Multiple,您通过哪些账号或平台了解东方信息？,14,百度东方吧,[25100],[]
11,25091,2509116,Multiple,您通过哪些账号或平台了解东方信息？,15,喵玉殿论坛,[25100],[]
11,25091,2509117,Multiple,您通过哪些账号或平台了解东方信息？,16,NGA/S1等综合论坛,[25100],[]
11,25091,2509118,Multiple,您通过哪些账号或平台了解东方信息？,17,东方活动群（如THO群）或社团群/作者个人群,[25100],[]
11,25091,2509119,Multiple,您通过哪些账号或平台了解东方信息？,18,THBWiki微博/B站号,[25100],[]
11,25091,2509120,Multiple,您通过哪些账号或平台了解东方信息？,19,殇韵月风微博/B站号,[25100],[]
11,25091,2509121,Multiple,您通过哪些账号或平台了解东方信息？,20,囧仙B站号,[25100],[]
11,25091,2509122,Multiple,您通过哪些账号或平台了解东方信息？,21,魅知幻想之旅B站号,[25100],[]
11,25091,2509123,Multiple,您通过哪些账号或平台了解东方信息？,22,东游鉴B站号,[25100],[]
11,25091,2509124,Multiple,您通过哪些账号或平台了解东方信息？,23,幽紫kkB站号,[25100],[]
11,25091,2509125,Multiple,您通过哪些账号或平台了解东方信息？,24,轩缘无痕B站号,[25100],[]
11,25091,2509126,Multiple,您通过哪些账号或平台了解东方信息？,25,囧仙粉丝群,[25100],[]
11,25091,2509127,Multiple,您通过哪些账号或平台了解东方信息？,26,其他,[25101],[]
