platform,community,poll_alignment,video_id,url,published_date,duration,title,author,metric_1_current,metric_2_current,metric_3_current,metric_4_current,metric_5_current,observed_at,content_type,mentioned_rounds,source_page,coverage_note
Niconico,JP,JP_poll,sm37134883,https://www.nicovideo.jp/watch/sm37134883,2020/7/4,25:40,第16回東方Project人気投票 音楽部門ランキング TOP100～51（速報版）,インプ,"2,054",108,1,5,,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26404723,https://www.nicovideo.jp/watch/sm26404723,2015/6/3,49:57,【第11回東方Project人気投票】順位アップ曲 全曲紹介【音楽部門】,RC,1.9万,"1,493",6,173,,2026-08-23,music_result,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34981602,https://www.nicovideo.jp/watch/sm34981602,2019/4/17,26:24,第15回東方Project人気投票 音楽部門ランキング TOP200～151,インプ,"1,556",28,0,7,,2026-08-23,music_result,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34093314,https://www.nicovideo.jp/watch/sm34093314,2018/10/29,14:05,【日中比較】东方Project人气投票 第七回 ランキング,KSG,"4,661",305,1,18,,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm38598832,https://www.nicovideo.jp/watch/sm38598832,2021/4/18,1:43,【ランキング】第一回東方キャラ人気投票ランキング【振り返り】,ひさし鰤,173,4,1,0,,2026-08-23,result_summary,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30455431,https://www.nicovideo.jp/watch/sm30455431,2017/1/18,1:43,【第13回東方project人気投票支援】ゆゆ様で泡沫、哀のまほろば,ユウキ,"5,383",122,1,78,,2026-08-23,support_or_campaign,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27956131,https://www.nicovideo.jp/watch/sm27956131,2016/1/8,1:00,【東方MMD】 第12回東方Project人気投票が開催されるそうですよ！,Curly Hamilton,2.1万,194,2,34,,2026-08-23,meme_or_derivative,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm38736539,https://www.nicovideo.jp/watch/sm38736539,2021/5/14,3:59,【ランキング】　第五回東方キャラ人気投票ランキング　【振り返り】,ひさし鰤,93,4,1,0,,2026-08-23,result_summary,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37079151,https://www.nicovideo.jp/watch/sm37079151,2020/6/23,29:34,第16回東方Project人気投票 音楽部門ランキング TOP200～101（速報版）,インプ,"2,074",201,2,10,,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=4,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34572580,https://www.nicovideo.jp/watch/sm34572580,2019/2/3,37:13,第15回 東方Project人気投票 音楽部門 ～各ステージの１位～,かなで,"3,131",160,1,23,,2026-08-23,music_result,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32615082,https://www.nicovideo.jp/watch/sm32615082,2018/1/20,7:50,【第14回東方Project人気投票】フランちゃん応援動画,紅月ふらん,"2,807",132,0,7,,2026-08-23,support_or_campaign,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36939558,https://www.nicovideo.jp/watch/sm36939558,2020/5/28,29:00,東方Project人気投票　第1～15回音楽部門平均順位ランキング【東方メドレー】　,だっぷ,"2,940",180,6,25,,2026-08-23,music_result,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27579404,https://www.nicovideo.jp/watch/sm27579404,2015/11/13,15:52,【日中比較】东方Project人气投票 第四回 ランキング,KSG,2.1万,"1,891",3,86,,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28068647,https://www.nicovideo.jp/watch/sm28068647,2016/1/24,46:19,【第12回東方Project人気投票】順位アップ曲   全曲紹介【音楽部門】,RC,1.4万,"1,207",3,110,,2026-08-23,music_result,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34809428,https://www.nicovideo.jp/watch/sm34809428,2019/3/20,30:54,第15回東方Project人気投票 道中曲 TOP50,インプ,"2,991",167,5,15,0,2026-08-23,result_summary,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32181713,https://www.nicovideo.jp/watch/sm32181713,2017/10/29,14:09,【日中比較】东方Project人气投票 第六回 ランキング,KSG,"4,495",446,0,19,0,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm33740870,https://www.nicovideo.jp/watch/sm33740870,2018/8/24,2:38,【MMD杯ZERO】エスコンZEROを東方とロボットで表現してみた,大和武蔵長門陸奥伊勢日向,"6,056",63,7,46,0,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37126075,https://www.nicovideo.jp/watch/sm37126075,2020/7/3,10:00,【動画制作30日一本勝負】 New World ー走れ！杖刀偶！ー【第16回東方人気投票メドレー200位～101位+α】,ひみのゆり,"2,463",34,3,38,0,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34979674,https://www.nicovideo.jp/watch/sm34979674,2019/4/16,19:57,東方人気投票を幻想入りしながら分析する #２,ふくじゅそー,665,5,1,2,0,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32624841,https://www.nicovideo.jp/watch/sm32624841,2018/1/22,35:32,【第14回東方Project人気投票】各キャラのグラフ2種およびランキング,KSG,3.1万,"3,770",6,145,0,2026-08-23,longitudinal_or_analysis,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27999943,https://www.nicovideo.jp/watch/sm27999943,2016/1/13,3:21,【第12回東方人気投票支援】ブリキノダンス【古明地姉妹】,なぽり,"2,671",22,1,13,0,2026-08-23,support_or_campaign,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36548183,https://www.nicovideo.jp/watch/sm36548183,2020/3/21,15:29,【日中比較】东方Project人气投票 第八回 ランキング,KSG,"3,106",533,2,14,0,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28053400,https://www.nicovideo.jp/watch/sm28053400,2016/1/21,1:04,【第13回東方人気投票】第13回も難なく世界一位に輝く博麗霊夢UC,いろべシノン,5.4万,"1,006",1,89,,2026-08-23,other_tagged,13|13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28104007,https://www.nicovideo.jp/watch/sm28104007,2016/1/29,29:47,第12回東方Project人気投票分析（実践編）,総督D,1.5万,"1,147",2,106,,2026-08-23,longitudinal_or_analysis,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34720180,https://www.nicovideo.jp/watch/sm34720180,2019/3/3,9:59,【第15回東方人気投票メドレー】Our Favorite Touhou Songs.【音楽200～101+α】,ひみのゆり,"5,128",43,1,39,,2026-08-23,music_result,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37050255,https://www.nicovideo.jp/watch/sm37050255,2020/6/18,11:50,第1回～第16回 東方Project人気投票 音楽部門順位推移グラフ,さんけん,"2,024",51,7,6,,2026-08-23,music_result,1|16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28065751,https://www.nicovideo.jp/watch/sm28065751,2016/1/23,31:32,【第12回東方Project人気投票】各キャラのグラフ2種とランキング,KSG,1.4万,"1,111",1,55,,2026-08-23,longitudinal_or_analysis,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36030990,https://www.nicovideo.jp/watch/sm36030990,2019/12/2,4:49,【東方】中国版東方Project人気投票第8回ベストパートナー部門TOP100,touhou,746,14,1,0,,2026-08-23,result_summary,8,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36903170,https://www.nicovideo.jp/watch/sm36903170,2020/5/22,4:23,【6月注意!】ジェガンがお燐を第16回東方人気投票のために褒める動画,インサイト,"1,032",11,0,2,,2026-08-23,other_tagged,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28061870,https://www.nicovideo.jp/watch/sm28061870,2016/1/23,23:52,【東方】第12回東方project人気投票　キャラ部門TOP100　キャラ解説込み,りゅー(Sterrite),"7,062",471,2,52,,2026-08-23,result_summary,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30772166,https://www.nicovideo.jp/watch/sm30772166,2017/3/6,38:57,第13回東方Project人気投票分析,総督D,1万,816,0,63,,2026-08-23,longitudinal_or_analysis,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36517618,https://www.nicovideo.jp/watch/sm36517618,2020/3/15,,第15回東方Project人気投票 1面道中曲ランキング,インプ,657,21,2,2,,2026-08-23,result_summary,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37030675,https://www.nicovideo.jp/watch/sm37030675,2020/6/14,2:07,【動くグラフ】第1回～第16回 東方Project人気投票 歴代TOP50,iTsumi,"3,712",66,4,21,,2026-08-23,longitudinal_or_analysis,1|16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37036132,https://www.nicovideo.jp/watch/sm37036132,2020/6/15,1:10,妖夢人気投票一位おめでとー【陽月(ひのづき)より】,ヒの月,664,6,0,4,,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm37032761,https://www.nicovideo.jp/watch/sm37032761,2020/6/14,12:29,第16回 東方Project人気投票 得票数0票楽曲メドレー,Duskia,691,12,0,5,,2026-08-23,music_result,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36917643,https://www.nicovideo.jp/watch/sm36917643,2020/5/24,4:23,【東方MMD】アリスの人形（上海、蓬莱）で「うちゅーの☆ふぁんたじー」【第16回東方Project人気投票】,黒犬,460,14,0,9,,2026-08-23,meme_or_derivative,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm34605289,https://www.nicovideo.jp/watch/sm34605289,2019/2/9,,第15回東方Project人気投票 音楽部門ランキング TOP150（速報版）,インプ,"5,077",217,1,30,,2026-08-23,music_result,15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36978123,https://www.nicovideo.jp/watch/sm36978123,2020/6/6,3:00,お燐とジェガンが第16回東方人気投票のID取得可能をお知らせする動画,インサイト,216,6,0,2,,2026-08-23,other_tagged,16,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28314416,https://www.nicovideo.jp/watch/sm28314416,2016/2/28,8:58,【目で見る】第12回東方Project人気投票音楽部門【順位/得票俯瞰】,さいはて,"2,589",177,0,10,,2026-08-23,music_result,12,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36801141,https://www.nicovideo.jp/watch/sm36801141,2020/5/4,2:03,【動くグラフ】東方Project人気投票 人妖部門 獲得ポイントTOP50 (第1回～第15回),iTsumi,268,2,0,1,,2026-08-23,longitudinal_or_analysis,1|15,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=5,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30480053,https://www.nicovideo.jp/watch/sm30480053,2017/1/22,28:30,【速報版】第１３回東方Project人気投票音楽部門【１０位～１位】,黒コッペパン,1.5万,982,0,118,0,2026-08-23,music_result,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30584318,https://www.nicovideo.jp/watch/sm30584318,2017/2/9,9:59,第13回東方Project人気投票　音楽部門上位曲メドレー【東方自作アレンジ】,ノエ＠耀 むー,1.1万,79,1,78,0,2026-08-23,music_result,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30484263,https://www.nicovideo.jp/watch/sm30484263,2017/1/22,31:11,【第13回東方Project人気投票】各キャラのグラフ2種およびランキング,KSG,1万,897,1,32,0,2026-08-23,longitudinal_or_analysis,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36416007,https://www.nicovideo.jp/watch/sm36416007,2020/2/24,7:40,パチュリーさんがニコニコの情報から新規キャラの人気投票について考えるようです,CARVO-RENE,"1,843",7,1,2,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm36355709,https://www.nicovideo.jp/watch/sm36355709,2020/2/12,16:36,アフリカ人の東方ファンとあってみたい,カモ煮込み,138,1,0,0,0,2026-08-23,other_tagged,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm23007355,https://www.nicovideo.jp/watch/sm23007355,2014/3/2,5:50,【第1回～第10回】グラフで振り返る東方シリーズ人気投票キャラ部門 (1),無投票落選,"3,357",98,0,19,0,2026-08-23,longitudinal_or_analysis,1|10,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm35989337,https://www.nicovideo.jp/watch/sm35989337,2019/11/23,8:08,【第11回東方ニコ童祭Ex】パチュリーは人気投票の結果をまとめたいようです【今となっては見ないもの】,CARVO-RENE,"2,629",45,2,6,0,2026-08-23,result_summary,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm23014649,https://www.nicovideo.jp/watch/sm23014649,2014/3/3,5:29,【第1回～第10回】グラフで振り返る東方シリーズ人気投票キャラ部門 (2),無投票落選,"1,930",55,0,5,,2026-08-23,longitudinal_or_analysis,1|10,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30564147,https://www.nicovideo.jp/watch/sm30564147,2017/2/4,29:42,投票キャラの相関で見る第13回東方Project人気投票,Ｒ－Ｇ,"3,632",348,0,22,0,2026-08-23,other_tagged,13,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27959357,https://www.nicovideo.jp/watch/sm27959357,2016/1/7,0:45,【人気投票支援】さとり　こいしで45秒【東方MMD】,なぽり,"2,559",19,1,19,,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm30485565,https://www.nicovideo.jp/watch/sm30485565,2017/1/22,6:12,【東方人気投票13楽曲メドレー】50 Rank and 13,三品湊,1万,142,0,74,0,2026-08-23,music_result,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32812093,https://www.nicovideo.jp/watch/sm32812093,2018/2/28,9:56,【第14回東方人気投票メドレー】One love becomes power【音楽200～101+α】,ひみのゆり,"8,064",78,2,38,0,2026-08-23,music_result,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm28110851,https://www.nicovideo.jp/watch/sm28110851,2016/1/30,1:19,【東方MMD】ルーミアにランキング結果を見てもらった,キーブレ,"3,494",63,0,2,0,2026-08-23,result_summary,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32586174,https://www.nicovideo.jp/watch/sm32586174,2018/1/14,3:12,【第14回東方Project人気投票】妖夢でダンスロボットダンス原曲PV再現,ゆっくりスラッシュ,"1,059",19,0,8,0,2026-08-23,other_tagged,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm33227429,https://www.nicovideo.jp/watch/sm33227429,2018/5/18,25:25,第14回東方Project人気投票 音楽部門ランキング TOP100～51,インプ,"2,587",17,0,11,0,2026-08-23,music_result,14,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm27963942,https://www.nicovideo.jp/watch/sm27963942,2016/1/8,1:34,【投票支援動画】ケロちゃんは神様はじめてます◎【東方MMD】,ふたなみ,"1,524",24,1,12,0,2026-08-23,meme_or_derivative,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm32973737,https://www.nicovideo.jp/watch/sm32973737,2018/3/31,16:16,東方人気投票を幻想入りしながら分析する #１,ふくじゅそー,"1,497",68,0,15,0,2026-08-23,longitudinal_or_analysis,,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
Niconico,JP,JP_poll,sm26435833,https://www.nicovideo.jp/watch/sm26435833,2015/6/7,27:57,第11回東方Project人気投票分析,総督D,1.5万,"1,380",1,100,0,2026-08-23,longitudinal_or_analysis,11,https://www.nicovideo.jp/tag/%E6%9D%B1%E6%96%B9Project%E4%BA%BA%E6%B0%97%E6%8A%95%E7%A5%A8?page=6,"Exact Niconico tag page; header reported 204 videos, 197 cards were publicly rendered across pages 1-7 at observation time."
