round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path
5,2008-02-10—2008-02-16,メルラン・プリズムリバー,48,38,215,30,93,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,マエリベリー・ハーン,49,42,190,10,68,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,上海人形,49,32,190,11,68,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,サニーミルク,51,54,169,17,61,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,秋 静葉,52,,120,9,43,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,岡崎 夢美,53,48,99,9,53,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,秋 穣子,54,,97,10,37,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,スターサファイア,55,49,85,5,28,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,毛玉,56,44,75,4,30,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,北白河 ちゆり,57,43,70,9,30,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,魂魄 妖忌,58,45,58,3,27,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,名無しの本読み妖怪,59,45,48,4,22,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,エリー,60,61,41,4,19,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,カナ・アナベラル,61,50,35,3,12,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,レイラ・プリズムリバー,61,47,35,3,17,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,綿月 豊姫,61,,35,2,16,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,マイ,64,59,34,2,16,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,夢子,65,50,32,2,11,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,ユキ,66,,28,1,10,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,レイセン,66,,28,2,11,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,ツチノコ,68,,25,1,10,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,朝倉 理香子,69,54,22,3,9,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,小兎姫,70,50,21,3,9,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,ザコ妖精,71,54,19,0,10,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,幻月,72,59,17,0,7,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,玄爺,72,61,17,1,8,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,カラス,74,,15,1,4,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,綿月 依姫,74,,15,0,4,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,サリエル,76,61,14,2,9,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,明羅,76,68,14,1,10,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,月の兎,78,,13,0,5,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,くるみ,79,68,12,0,5,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,ルイズ,79,68,12,0,9,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,大ガマ,79,66,12,2,4,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,永遠亭の妖怪兎,79,,12,0,6,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,るーこと,83,66,9,1,5,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,オレンジ,83,68,9,0,4,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,夢月,85,61,8,0,3,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,サラ,86,,7,1,4,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,化け化け,86,61,7,0,1,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,エレン,88,54,6,0,1,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,前鬼・後鬼,88,,6,1,1,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,月の都の門番,90,,5,1,3,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,里香,90,58,5,0,4,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,コンガラ,92,,2,0,1,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,シンギョク,92,,2,0,1,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
5,2008-02-10—2008-02-16,幽霊,94,,1,0,1,,legacy_official_html_table,data_raw/jp_official_legacy/round_05/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,博麗 霊夢,1,1,5739,1312,1522,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,十六夜 咲夜,2,4,5433,1144,1440,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,霧雨 魔理沙,3,2,5380,1145,1399,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,東風谷 早苗,4,13,5315,1026,1445,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,レミリア・スカーレット,5,5,4945,976,1356,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,八雲 紫,6,7,4471,884,1265,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,藤原 妹紅,7,9,4162,777,1169,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,アリス・マーガトロイド,8,8,4065,960,1027,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,風見 幽香,9,20,4005,709,1160,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,西行寺 幽々子,10,6,3973,879,1092,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,射命丸 文,11,3,3738,667,1019,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,フランドール・スカーレット,12,10,3654,655,1019,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,古明地 さとり,13,,3591,417,1010,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,パチュリー・ノーレッジ,14,11,3450,703,938,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,魂魄 妖夢,15,12,3277,702,886,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,永江 衣玖,16,,2826,319,993,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,洩矢 諏訪子,17,16,2691,340,756,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,チルノ,18,15,2604,487,871,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,比那名居 天子,19,,2603,313,856,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,伊吹 萃香,20,22,2444,336,710,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,八雲 藍,21,14,2425,463,764,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,紅 美鈴,22,19,2415,462,744,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,上白沢 慧音,23,17,2214,375,629,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,四季映姫・ヤマザナドゥ,24,18,2200,308,600,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,河城 にとり,25,26,2116,277,623,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,鈴仙・優曇華院・イナバ,26,21,2086,363,574,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,鍵山 雛,27,25,1945,275,578,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,霊烏路 空,28,,1917,214,651,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,犬走 椛,29,29,1816,252,569,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,蓬莱山 輝夜,30,23,1775,329,542,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,小野塚 小町,31,28,1728,215,511,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,八坂 神奈子,32,32,1659,240,519,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,八意 永琳,33,24,1581,214,442,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,火焔猫 燐,34,,1499,125,481,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,古明地 こいし,35,,1446,149,433,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,橙,36,27,1399,191,475,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,水橋 パルスィ,37,,1375,152,421,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,ルーミア,38,34,1362,232,439,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,ミスティア・ローレライ,39,30,1329,254,419,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,森近 霖之助,40,35,1225,299,405,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,星熊 勇儀,41,,1189,86,408,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,ルナサ・プリズムリバー,42,31,1090,166,308,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,因幡 てゐ,43,33,932,129,265,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,小悪魔,44,38,823,93,257,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,魅魔,45,36,820,114,320,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,宇佐見蓮子,46,37,801,111,239,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,レティ・ホワイトロック,47,39,790,140,251,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,リグル・ナイトバグ,48,41,725,151,219,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,秋 穣子,49,54,712,90,241,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,秋 静葉,50,52,706,85,240,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,稗田 阿求,51,40,649,79,185,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
6,2009-01-18—2009-01-24,大妖精,52,45,592,84,170,,legacy_official_html_table,data_raw/jp_official_legacy/round_06/aggregate/result_char.html.tables.json
