bv,url,title,author,published_date_display,published_date,date_precision,view_display,view_snapshot,danmaku_display,danmaku_snapshot,duration,content_category,poll_region_alignment,mentioned_rounds,character_mentions_cn,search_query,first_result_page,all_result_pages,observed_at,coverage_note
BV1xL4y1z73u,https://www.bilibili.com/video/BV1xL4y1z73u/,日本第17届东方project人气投票人物部分结果,压路机开进太阳花田,2021-10-03,2021-10-03,day,640,640,0,0,02:34,result_or_ranking,jp_poll,17,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Z34y1U7VT,https://www.bilibili.com/video/BV1Z34y1U7VT/,【东方MMD】人气投票前十现状,Bob_Cattier华仔,2021-10-04,2021-10-04,day,,,,,,meme_or_derivative,region_unspecified,,,东方Project人气投票,15,15,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1BR4y1n7aJ,https://www.bilibili.com/video/BV1BR4y1n7aJ/,【东方MMD中文字幕】得知最新一届人气投票结果后越想越气的城管（恶搞自元首的愤怒）,加奈きりし,2021-10-05,2021-10-05,day,8.2万,82000,203,203,04:43,meme_or_derivative,cn_poll,,,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1XT4y1Z7Sf,https://www.bilibili.com/video/BV1XT4y1Z7Sf/,【东方】考古十多年前的投票！第1回东方Project人气投票排名结果！灵梦不是第一,紫风神十七岁,2021-10-05,2021-10-05,day,9076,9076,52,52,10:31,result_or_ranking,jp_poll,1,博丽灵梦,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Nq4y1d7nZ,https://www.bilibili.com/video/BV1Nq4y1d7nZ/,【妖梦】第17回东方Project人气投票第一位！二连霸！王者□【东方MMD】,R十寻,2021-10-06,2021-10-06,day,,,,,,meme_or_derivative,jp_poll,17,魂魄妖梦,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1qR4y1n7kW,https://www.bilibili.com/video/BV1qR4y1n7kW/,第17回东方Project人气投票 音乐部门排名 TOP100～51（速報版）,小饼干FMC,2021-10-06,2021-10-06,day,7168,7168,326,326,27:26,result_or_ranking,jp_poll,17,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1zv411g7TR,https://www.bilibili.com/video/BV1zv411g7TR/,【东方】考古十几年前的投票！第3回东方Project人气投票人妖部门排名结果！灵梦最跨的一次！,紫风神十七岁,2021-10-06,2021-10-06,day,3569,3569,28,28,06:51,result_or_ranking,jp_poll,3,博丽灵梦,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1HQ4y1X7NX,https://www.bilibili.com/video/BV1HQ4y1X7NX/,第17回东方Project人气投票 音乐部门排名 TOP50（速報版）,小饼干FMC,2021-10-07,2021-10-07,day,3.2万,32000,953,953,30:59,result_or_ranking,jp_poll,17,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Uf4y177cm,https://www.bilibili.com/video/BV1Uf4y177cm/,【东方】考古十几年前的投票！第3回东方Project人气投票音乐部门排名！二小姐排名最跨的一次！,紫风神十七岁,2021-10-11,2021-10-11,day,,,,,,result_or_ranking,jp_poll,3,芙兰朵露·斯卡蕾特,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1LQ4y1D7ZG,https://www.bilibili.com/video/BV1LQ4y1D7ZG/,【动态柱状图】东方project人气投票历代TOP60（第1回~第17回）,谷口稔,2021-10-12,2021-10-12,day,191,191,1,1,02:18,longitudinal_analysis,jp_poll,1;17,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ju411f75o,https://www.bilibili.com/video/BV1ju411f75o/,【東方MMD】2021版 東方Project第17回人气投票結果,吃瓜看戏龙神,2021-10-19,2021-10-19,day,3.1万,31000,551,551,10:10,meme_or_derivative,region_unspecified,17,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ar4y1Q7Km,https://www.bilibili.com/video/BV1ar4y1Q7Km/,【东方】考古！第6回东方Project人气投票排名结果！（TOP50）,紫风神十七岁,2021-11-24,2021-11-24,day,,,,,,result_or_ranking,jp_poll,6,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1tL4y1t7VW,https://www.bilibili.com/video/BV1tL4y1t7VW/,【东方MMD】人气排名更新之后。。②,Bob_Cattier华仔,2022-01-23,2022-01-23,day,,,,,,meme_or_derivative,region_unspecified,,,东方Project人气投票,31,31,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Zr4y1a7EA,https://www.bilibili.com/video/BV1Zr4y1a7EA/,【第17回东方Project人气投票】综合排名TOP50,木之本灵梦,2022-02-02,2022-02-02,day,1.0万,10000,364,364,31:00,result_or_ranking,jp_poll,17,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1nu411X7R4,https://www.bilibili.com/video/BV1nu411X7R4/,魔理沙痛斥灵梦连续两年丢掉东方人气投票第一,上贺茂润,2022-02-19,2022-02-19,day,,,,,,other_direct_poll_item,region_unspecified,,雾雨魔理沙;博丽灵梦,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV193411N7Bq,https://www.bilibili.com/video/BV193411N7Bq/,[统计向]第⑨回中文东方Project人气投票结果(角色+部分问卷数据),小小萃香,2022-04-28,2022-04-28,day,8572,8572,173,173,18:01,rules_or_discussion,cn_poll,,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Y5411Q7NF,https://www.bilibili.com/video/BV1Y5411Q7NF/,"道理我都懂,但为什么蝴蝶这么大?这TM是蝴蝶?#第10回中文东方人气投票应援# @中文东方人气投票",吾乃瓜子,2022-06-04,2022-06-04,day,261,261,0,0,00:17,support_or_mobilization,cn_poll,10,,东方Project人气投票,28,28,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11Y4y1x7gi,https://www.bilibili.com/video/BV11Y4y1x7gi/,5+5首我很推介的ZUN曲@中文东方人气投票#第10回中文东方人气投票应援#,吾乃瓜子,2022-06-08,2022-06-08,day,224,224,1,1,22:22,support_or_mobilization,cn_poll,10,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Xg411971i,https://www.bilibili.com/video/BV1Xg411971i/,第十届东方人气投票应援汇总6.1-6.9,中文东方人气投票,2022-06-10,2022-06-10,day,9313,9313,22,22,03:56,support_or_mobilization,region_unspecified,,,东方Project人气投票,10,10,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Ur4y137cg,https://www.bilibili.com/video/BV1Ur4y137cg/,第十届东方人气投票应援汇总6.10-6.16,中文东方人气投票,2022-06-17,2022-06-17,day,,,,,,support_or_mobilization,region_unspecified,,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1yW4y167Rt,https://www.bilibili.com/video/BV1yW4y167Rt/,【东方人气投票】给皇带鱼拉个票,假面丧心舞,2022-06-21,2022-06-21,day,797,797,0,0,04:11,other_direct_poll_item,region_unspecified,,,东方Project人气投票,24,24,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1UW4y1B7vN,https://www.bilibili.com/video/BV1UW4y1B7vN/,第十届东方人气投票应援汇总6.17-6.23,中文东方人气投票,2022-06-24,2022-06-24,day,,,,,,support_or_mobilization,region_unspecified,,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1gT41137yT,https://www.bilibili.com/video/BV1gT41137yT/,第十届东方人气投票应援汇总6.24-6.30,中文东方人气投票,2022-07-01,2022-07-01,day,5045,5045,18,18,07:41,support_or_mobilization,region_unspecified,,,东方Project人气投票,10,10,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV17G411W7F5,https://www.bilibili.com/video/BV17G411W7F5/,第十届东方人气投票应援汇总7.1-7.7,中文东方人气投票,2022-07-08,2022-07-08,day,9304,9304,14,14,04:51,support_or_mobilization,region_unspecified,,,东方Project人气投票,14,14,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1TW4y1S7bp,https://www.bilibili.com/video/BV1TW4y1S7bp/,第一回天朝东方人气投票结果 角色部分,我就是个伪东方厨,2022-07-10,2022-07-10,day,5033,5033,13,13,10:36,result_or_ranking,region_unspecified,,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1T94y1Q74E,https://www.bilibili.com/video/BV1T94y1Q74E/,第二回天朝东方人气投票结果 角色部分,我就是个伪东方厨,2022-07-14,2022-07-14,day,596,596,2,2,10:31,result_or_ranking,region_unspecified,,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1QS4y1J7tn,https://www.bilibili.com/video/BV1QS4y1J7tn/,第二回天朝东方人气投票结果 组合部分,我就是个伪东方厨,2022-07-15,2022-07-15,day,400,400,3,3,19:20,result_or_ranking,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV16W4y117Ej,https://www.bilibili.com/video/BV16W4y117Ej/,【东方Project】第⑩回东方中文人气投票 音乐部门 TOP50 速报版,阿布苏卡,2022-07-17,2022-07-17,day,6.2万,62000,2992,2992,42:00,result_or_ranking,cn_poll,,,东方Project人气投票,20,20,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Mr4y177SK,https://www.bilibili.com/video/BV1Mr4y177SK/,第⑩回中文东方人气投票各部分第一名，但是以TNO超事件的方式打开,SAM271,2022-07-17,2022-07-17,day,1248,1248,1,1,02:12,other_direct_poll_item,cn_poll,,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ZT411J7C9,https://www.bilibili.com/video/BV1ZT411J7C9/,【核心人气角色大赏】第⑩届国内东方人气投票 角色部分结果TOP50,Zihao-雾湖之光,2022-07-17,2022-07-17,day,1.5万,15000,221,221,05:11,result_or_ranking,cn_poll,,,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1v94y1Q7Wm,https://www.bilibili.com/video/BV1v94y1Q7Wm/,【锵锵录播】7.16 婆罗门怒斥东方人气投票,锵锵的心爱小屋,2022-07-17,2022-07-17,day,4513,4513,11,11,03:53:53,other_direct_poll_item,region_unspecified,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1vd4y1Q78A,https://www.bilibili.com/video/BV1vd4y1Q78A/,【东方】第⑩届中文东方人气投票(角色部分),火焔猫猫,2022-07-17,2022-07-17,day,,,,,,other_direct_poll_item,cn_poll,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1BU4y1B7pt,https://www.bilibili.com/video/BV1BU4y1B7pt/,【东方Project】第⑩回东方中文人气投票 角色部门 TOP100 速报版,阿布苏卡,2022-07-18,2022-07-18,day,4.1万,41000,1513,1513,18:00,result_or_ranking,cn_poll,,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1aa411M7vg,https://www.bilibili.com/video/BV1aa411M7vg/,【超甜CP大赏!】第⑩届国区东方人气投票 CP部门 TOP50（附投票理由）,Zihao-雾湖之光,2022-07-19,2022-07-19,day,2.8万,28000,858,858,10:12,result_or_ranking,cn_poll,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV17W4y127Jx,https://www.bilibili.com/video/BV17W4y127Jx/,【第⑩届天朝东方人气投票】音乐部门Top50+详细数据盘点,迷途黑猫-橙,2022-07-20,2022-07-20,day,5835,5835,208,208,33:15,result_or_ranking,region_unspecified,,,东方Project人气投票,24,24,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1pt4y1t7oy,https://www.bilibili.com/video/BV1pt4y1t7oy/,【东方Project】第⑩回东方中文人气投票 组合部门 TOP90 速报版,阿布苏卡,2022-07-20,2022-07-20,day,1.3万,13000,684,684,18:00,result_or_ranking,cn_poll,,,东方Project人气投票,20,20,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11d4y1S7pQ,https://www.bilibili.com/video/BV11d4y1S7pQ/,一口气锐评上百号人？东方人气投票“全”角色盘点——《醒东方》19,Z一LGW,2022-07-24,2022-07-24,day,7.4万,74000,2500,2500,01:09:39,other_direct_poll_item,region_unspecified,,,东方Project人气投票,5,5,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1qY4y1j71h,https://www.bilibili.com/video/BV1qY4y1j71h/,东方第十次人气投票现状,学士级菠萝蜜,2022-07-24,2022-07-24,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,14,14,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1n94y1D7Dq,https://www.bilibili.com/video/BV1n94y1D7Dq/,[统计向]第⑩回中文东方Project人气投票角色速递,小小萃香,2022-07-27,2022-07-27,day,141,141,0,0,12:26,longitudinal_analysis,cn_poll,,,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1TT411L7Tj,https://www.bilibili.com/video/BV1TT411L7Tj/,"【第一名逆天】第⑩届国区东方人气投票,角色本命率TOP50",Zihao-雾湖之光,2022-08-06,2022-08-06,day,,,,,,result_or_ranking,cn_poll,,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11d4y127K2,https://www.bilibili.com/video/BV11d4y127K2/,【东方MMD】东方Project人气投票 第⑩回 排行(中日对比),兵泊,2022-08-07,2022-08-07,day,191,191,1,1,14:21,meme_or_derivative,jp_poll,,,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1d14y1t78C,https://www.bilibili.com/video/BV1d14y1t78C/,第8回东方人气投票排行榜,我就是个伪东方厨,2022-08-07,2022-08-07,day,345,345,2,2,21:23,result_or_ranking,region_unspecified,8,,东方Project人气投票,5,5,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ud4y1m7DW,https://www.bilibili.com/video/BV1ud4y1m7DW/,【排名】第十回中文东方人气投票CP部门TOP100（附日对比版）,轻盈羽落雪,2022-08-11,2022-08-11,day,,,,,,result_or_ranking,cn_poll,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV17B4y17769,https://www.bilibili.com/video/BV17B4y17769/,第18回东方Project人气投票 人妖部门,伊吹小秋,2022-09-24,2022-09-24,day,12.9万,129000,4045,4045,26:11,result_or_ranking,jp_poll,18,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV18W4y1Y7Ff,https://www.bilibili.com/video/BV18W4y1Y7Ff/,【东方Project】th18人气投票结果！恭喜二小姐夺得冠军！,账号已注销,2022-09-24,2022-09-24,day,8532,8532,1,1,00:19,result_or_ranking,region_unspecified,,芙兰朵露·斯卡蕾特,东方Project人气投票,24,24,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Ed4y1M73i,https://www.bilibili.com/video/BV1Ed4y1M73i/,【授权搬运/栞奈】画了霍青娥所以请投青娥娘娘一票【东方人气投票应援绘】,木毛之母搬运组,2022-09-24,2022-09-24,day,242,242,0,0,00:59,support_or_mobilization,region_unspecified,,霍青娥,东方Project人气投票,31,31,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1xD4y117mN,https://www.bilibili.com/video/BV1xD4y117mN/,【东方Station】第32回：东方人气投票,咸鱼王喵,2022-09-24,2022-09-24,day,162,162,1,1,03:00:17,other_direct_poll_item,region_unspecified,32,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Sd4y1M76f,https://www.bilibili.com/video/BV1Sd4y1M76f/,东方project第18次人气投票人妖部门（前50名）,咕鸣涤硿,2022-09-25,2022-09-25,day,871,871,1,1,04:15,result_or_ranking,jp_poll,,,东方Project人气投票,22,22,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Ud4y1M77R,https://www.bilibili.com/video/BV1Ud4y1M77R/,【东方Project】第18回东方人气投票 音乐部门 TOP50 速报版,阿布苏卡,2022-09-25,2022-09-25,day,2.2万,22000,613,613,38:00,result_or_ranking,region_unspecified,18,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ht4y1P7vD,https://www.bilibili.com/video/BV1ht4y1P7vD/,第18回东方人气音乐前100名投票结果,来自M78星云的决心蕾米,2022-09-25,2022-09-25,day,2751,2751,42,42,32:11,result_or_ranking,region_unspecified,18,,东方Project人气投票,33,33,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1wP411n7dg,https://www.bilibili.com/video/BV1wP411n7dg/,番茄炒蛋世界第一，东方人气投票第一名,吞喰百万的饕餮尤魔,2022-09-27,2022-09-27,day,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,21,21,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1CP411n7U7,https://www.bilibili.com/video/BV1CP411n7U7/,【第18回】东方Project人气投票 排行榜 人妖部門ランキングTOP100＋α【比较,Europmia,2022-10-01,2022-10-01,day,1931,1931,0,0,08:49,longitudinal_analysis,jp_poll,18,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1TP41177UA,https://www.bilibili.com/video/BV1TP41177UA/,第十八届日区东方人气投票，角色本命率TOP50,Zihao-雾湖之光,2022-10-05,2022-10-05,day,,,,,,result_or_ranking,jp_poll,,,东方Project人气投票,11,11,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Ud4y1v7w5,https://www.bilibili.com/video/BV1Ud4y1v7w5/,请把这个视频分享给喜欢天朝东方人气投票前五名的朋友,ZD82,2022-10-07,2022-10-07,day,59,59,9,9,04:42,other_direct_poll_item,region_unspecified,,,东方Project人气投票,22,22,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1MK411Q77M,https://www.bilibili.com/video/BV1MK411Q77M/,【東方MMD】2022版 東方18回人気投票結果（137位角色）,吃瓜看戏龙神,2022-10-12,2022-10-12,day,1.5万,15000,251,251,10:21,meme_or_derivative,region_unspecified,,,东方Project人气投票,29,29,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11W4y1J7GQ,https://www.bilibili.com/video/BV11W4y1J7GQ/,【东方MMD】【中文内嵌】人气投票会为了谁而举行吗？,SDJ归来,2022-10-15,2022-10-15,day,7106,7106,25,25,07:15,meme_or_derivative,cn_poll,,,东方Project人气投票,13,13,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1N84y1z7H4,https://www.bilibili.com/video/BV1N84y1z7H4/,【东方MMD中文内嵌】人气投票、开始了（饭纲丸暴走、番外編）,名無し__,2022-10-16,2022-10-16,day,1.4万,14000,45,45,02:15,meme_or_derivative,cn_poll,,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1jm4y1c7xM,https://www.bilibili.com/video/BV1jm4y1c7xM/,【东方MMD中文内嵌】人气投票、落下帷幕（饭纲丸暴走、番外篇）,名無し__,2022-10-29,2022-10-29,day,1.6万,16000,56,56,04:12,meme_or_derivative,cn_poll,,,东方Project人气投票,23,23,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11R4y1D7HZ,https://www.bilibili.com/video/BV11R4y1D7HZ/,【东方LostWord】正邪变粉最佳对手部門设立【东方人气投票】,R十寻,2022-12-29,2022-12-29,day,6568,6568,2,2,01:28,other_direct_poll_item,region_unspecified,,鬼人正邪,东方Project人气投票,14,14,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Ky4y197PJ,https://www.bilibili.com/video/BV1Ky4y197PJ/,东方综合人气排名就像：……,猹猹猹猹猹猹叶,2023-01-24,2023-01-24,day,,,,,,result_or_ranking,region_unspecified,,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1dX4y1o7Cu,https://www.bilibili.com/video/BV1dX4y1o7Cu/,东方第十八回人气投票被网页自带的自动翻译后发生了什,洩矢小豆子,2023-03-19,2023-03-19,day,3037,3037,39,39,01:46,other_direct_poll_item,region_unspecified,,,东方Project人气投票,23,23,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1js4y1p7Tf,https://www.bilibili.com/video/BV1js4y1p7Tf/,第18届东方人气投票中浏览器对角色名的神仙翻译,小球快快跑,2023-03-19,2023-03-19,day,336,336,1,1,02:06,other_direct_poll_item,region_unspecified,18,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1uc41177Uq,https://www.bilibili.com/video/BV1uc41177Uq/,东方人气投票怎么投？,thj7,2023-03-22,2023-03-22,day,1.1万,11000,1,1,00:17,support_or_mobilization,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1L24y1w7u8,https://www.bilibili.com/video/BV1L24y1w7u8/,【对手大比拼 位次大洗牌】第十八届东方人气投票 角色组合部门（对手向）TOP50 速报版,Zihao-雾湖之光,2023-04-09,2023-04-09,day,,,,,,result_or_ranking,region_unspecified,,,东方Project人气投票,9,9,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1wh4y1L7mE,https://www.bilibili.com/video/BV1wh4y1L7mE/,第18回東方Project人气投票Ex CP部门 （速报版）,账号已注销,2023-07-17,2023-07-17,day,,,,,,result_or_ranking,region_unspecified,18,,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV12m4y1K7d6,https://www.bilibili.com/video/BV12m4y1K7d6/,东方人气投票支援企划“片场大乱斗”二期“未知之道，再思之域”总结视频,狐鸣鲤志,2023-09-09,2023-09-09,day,,,,,,support_or_mobilization,region_unspecified,,,东方Project人气投票,14,14,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ph4y1A72B,https://www.bilibili.com/video/BV1ph4y1A72B/,【泽连斯基】荣耀属于为恋恋投票的你，球长亲自教你如何参与第19回东方人气投票,Eitaot_高宗武,2023-09-17,2023-09-17,day,,,,,,other_direct_poll_item,region_unspecified,19,古明地恋,东方Project人气投票,29,29,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11F411m7HF,https://www.bilibili.com/video/BV11F411m7HF/,【东方人气投票19回】请给妖梦投票！请给妖梦投票谢谢喵！,焕非其,2023-09-27,2023-09-27,day,,,,,,other_direct_poll_item,region_unspecified,,魂魄妖梦,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1N94y1Y7Ra,https://www.bilibili.com/video/BV1N94y1Y7Ra/,魔理沙摄金，灵梦守银！恭喜魔理沙夺冠！我们是冠军！东方第十⑨回人气投票结果,永生小丑大魔王,2023-09-30,2023-09-30,day,1.6万,16000,321,321,01:14,result_or_ranking,region_unspecified,,雾雨魔理沙;博丽灵梦,东方Project人气投票,15,15,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Sw411m7Xr,https://www.bilibili.com/video/BV1Sw411m7Xr/,得知自己是第十九届东方人气投票第一的魔理沙,梨子妈,2023-09-30,2023-09-30,day,,,,,,other_direct_poll_item,region_unspecified,,雾雨魔理沙,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Wh4y1h7RC,https://www.bilibili.com/video/BV1Wh4y1h7RC/,【第一再次易主】第19次东方人气投票 角色部门Top100 速报版,Zihao-雾湖之光,2023-09-30,2023-09-30,day,,,,,,result_or_ranking,region_unspecified,,,东方Project人气投票,17,17;18,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Wu411u7dH,https://www.bilibili.com/video/BV1Wu411u7dH/,（n站弹幕）东方Project人气投票2023开票速报 1-3名结果,大王君dwj,2023-09-30,2023-09-30,day,,,,,,result_or_ranking,jp_poll,,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1aC4y1f7gh,https://www.bilibili.com/video/BV1aC4y1f7gh/,第19回东方project人物人气投票结果公布！！！,灵梦水中漂,2023-09-30,2023-09-30,day,4.7万,47000,77,77,01:03,result_or_ranking,region_unspecified,19,,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
