alias_cn,canonical_cn,alias_type,mapping_status,source,observed_rounds,observed_forms,confidence,mapping_note
水桥帕露西,水桥帕露西,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
水桥帕露西,水桥帕露西,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/水桥帕露西,1;2;3;4;5;6;7;8;9;10;11,水桥帕露西,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
水江浦岛子（瑞江浦岛子）,水江浦岛子（瑞江浦岛子）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
瑞江浦岛子,水江浦岛子（瑞江浦岛子）,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,1;2;3;4;5;6;7;8;9,瑞江浦岛子,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
瑞江浦岛子,水江浦岛子（瑞江浦岛子）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,1;2;3;4;5;6;7;8;9,瑞江浦岛子,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
水獭灵,水獭灵,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
永江衣玖,永江衣玖,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
永江衣玖,永江衣玖,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/永江衣玖,1;2;3;4;5;6;7;8;9;10;11,永江衣玖,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
沓颊,沓颊,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
河城荷取,河城荷取,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
河城荷取,河城荷取,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/河城荷取,1;2;3;4;5;6;7;8;9;10;11,河城荷取,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
河童（含山童）,河童（含山童）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
洩矢诹访子,洩矢诹访子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
洩矢诹访子,洩矢诹访子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/洩矢诹访子,1;2;3;4;5;6;7;8;9;10;11,洩矢诹访子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
清兰,清兰,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
清兰,清兰,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/清兰,4;5;6;7;8;9;10;11,清兰,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
火焰猫燐,火焰猫燐,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
火焰猫燐,火焰猫燐,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/火焰猫燐,1;2;3;4;5;6;7;8;9;10;11,火焰猫燐,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
灵乌路空,灵乌路空,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
灵乌路空,灵乌路空,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/灵乌路空,1;2;3;4;5;6;7;8;9;10;11,灵乌路空,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
烟烟罗,烟烟罗,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
爱丽丝·玛格特洛依德,爱丽丝·玛格特洛依德,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
爱丽丝·玛格特洛依德,爱丽丝·玛格特洛依德,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/爱丽丝·玛格特洛依德,1;2;3;4;5;6;7;8;9;10;11,爱丽丝·玛格特洛依德,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
爱丽丝·玛格特罗伊德,爱丽丝·玛格特洛依德,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,爱丽丝·玛格特罗伊德,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
人偶（含上海人偶、哥利亚人偶）,爱丽丝的人偶（上海、蓬莱、大江户等）,collective_label_variant,exact_fun_mapping,curated_cn_translation_aliases,5;6;7;8;9;10;11,人偶（含上海人偶、哥利亚人偶）,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
人偶（含上海人偶、哥利亚人偶）,爱丽丝的人偶（上海、蓬莱、大江户等）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,5;6;7;8;9;10;11,人偶（含上海人偶、哥利亚人偶）,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
人偶（含上海人偶、哥利亚人偶）2,爱丽丝的人偶（上海、蓬莱、大江户等）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,4,人偶（含上海人偶、哥利亚人偶）2,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
人偶（含上海人偶、哥利亚人偶）2,爱丽丝的人偶（上海、蓬莱、大江户等）,poll_label_artifact,exact_fun_mapping,curated_cn_translation_aliases,4,人偶（含上海人偶、哥利亚人偶）2,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
人形（含上海人形、哥利亚人形）,爱丽丝的人偶（上海、蓬莱、大江户等）,collective_label_variant,exact_fun_mapping,curated_cn_translation_aliases,1;2;3,人形（含上海人形、哥利亚人形）,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
人形（含上海人形、哥利亚人形）,爱丽丝的人偶（上海、蓬莱、大江户等）,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,1;2;3,人形（含上海人形、哥利亚人形）,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
爱丽丝的人偶们,爱丽丝的人偶（上海、蓬莱、大江户等）,collective_label_short_form,exact_fun_mapping,curated_cn_translation_aliases,,爱丽丝的人偶们,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
爱丽丝的人偶（上海、蓬莱、大江户等）,爱丽丝的人偶（上海、蓬莱、大江户等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
爱塔妮缇拉尔瓦,爱塔妮缇拉尔瓦,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
爱塔妮缇拉尔瓦,爱塔妮缇拉尔瓦,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/爱塔妮缇拉尔瓦,6;7;8;9;10;11,爱塔妮缇拉尔瓦,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
爱莲,爱莲,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
爱莲,爱莲,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/爱莲,1;2;3;4;5;6;7;8;9;10;11,爱莲,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
爱莲·蓬松头·奥瑞斯,爱莲,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,爱莲·蓬松头·奥瑞斯,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
牛崎润美,牛崎润美,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
牛崎润美,牛崎润美,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/牛崎润美,8;9;10;11,牛崎润美,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
物部布都,物部布都,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
物部布都,物部布都,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/物部布都,1;2;3;4;5;6;7;8;9;10;11,物部布都,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
犬走椛,犬走椛,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
犬走椛,犬走椛,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/犬走椛,1;2;3;4;5;6;7;8;9;10;11,犬走椛,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
狐（妖怪狐、年幼的妖狐等）,狐（妖怪狐、年幼的妖狐等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
狸（妖怪狸、野铁炮等）,狸（妖怪狸、野铁炮等）,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
玄爷,玄爷,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
玄爷,玄爷,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/玄爷,1;2;3;4;5;6;7;8;9;10;11,玄爷,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
玉造魅须丸,玉造魅须丸,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
玉造魅须丸,玉造魅须丸,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/玉造魅须丸,10;11,玉造魅须丸,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
梅莉,玛艾露贝莉·赫恩,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,梅莉,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
玛艾露贝莉·赫恩,玛艾露贝莉·赫恩,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
玛艾露贝莉·赫恩,玛艾露贝莉·赫恩,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/玛艾露贝莉·赫恩,1;2;3;4;10;11,玛艾露贝莉·赫恩,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
玛艾露贝莉·赫恩（梅莉）,玛艾露贝莉·赫恩,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,6;7;8;9,玛艾露贝莉·赫恩（梅莉）,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
玛艾露贝莉·赫恩（梅莉）,玛艾露贝莉·赫恩,poll_label_variant,exact_fun_mapping,curated_cn_translation_aliases,6;7;8;9,玛艾露贝莉·赫恩（梅莉）,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
玛艾露贝莉·赫恩（梅莉）1,玛艾露贝莉·赫恩,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,5,玛艾露贝莉·赫恩（梅莉）1,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
玛艾露贝莉·赫恩（梅莉）1,玛艾露贝莉·赫恩,poll_label_artifact,exact_fun_mapping,curated_cn_translation_aliases,5,玛艾露贝莉·赫恩（梅莉）1,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
琪斯美,琪斯美,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
琪斯美,琪斯美,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/琪斯美,1;2;3;4;5;6;7;8;9;10;11,琪斯美,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
⑨,琪露诺,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,⑨,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
琪露诺,琪露诺,canonical_short_form,exact_fun_mapping,curated_cn_translation_aliases,1;2;3;4;5;6;7;8;9;10;11,琪露诺,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
琪露诺,琪露诺,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
琪露诺,琪露诺,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/琪露诺,1;2;3;4;5;6;7;8;9;10;11,琪露诺,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
笨蛋,琪露诺,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,笨蛋,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
留琴,留琴,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
留琴,留琴,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/留琴,1;2;3;4;5;6;7;8;9;10;11,留琴,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
盐家老板,盐家老板,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
酒吧老板,盐家老板,descriptive_variant,exact_fun_mapping,curated_cn_translation_aliases,5;6;7;8;9,酒吧老板,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
酒吧老板,盐家老板,observed_cn_vote_form,explicit_alias,cn_vote_history_all_characters.csv,5;6;7;8;9,酒吧老板,medium,历史国区表中实际出现的译名/后缀形式；已归一化但保留原始名。
睡鼠,睡鼠,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
矜羯罗,矜羯罗,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
矜羯罗,矜羯罗,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/矜羯罗,1;2;3;4;5;6;7;8;9;10;11,矜羯罗,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
矢田寺成美,矢田寺成美,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
矢田寺成美,矢田寺成美,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/矢田寺成美,6;7;8;9;10;11,矢田寺成美,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
神玉,神玉,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
神玉,神玉,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/神玉,1;2;3;4;5;6;7;8;9;10;11,神玉,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
神绮,神绮,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
神绮,神绮,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/神绮,1;2;3;4;5;6;7;8;9;10;11,神绮,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
秋穰子,秋穰子,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
秋穰子,秋穰子,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/秋穰子,1;2;3;4;5;6;7;8;9;10;11,秋穰子,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
秋静叶,秋静叶,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
秋静叶,秋静叶,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/秋静叶,1;2;3;4;5;6;7;8;9;10;11,秋静叶,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
秦心,秦心,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
秦心,秦心,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/秦心,2;3;4;5;6;7;8;9;10;11,秦心,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
稀神探女,稀神探女,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
稀神探女,稀神探女,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/稀神探女,4;5;6;7;8;9;10;11,稀神探女,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
稗田阿求,稗田阿求,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
稗田阿求,稗田阿求,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/稗田阿求,1;2;3;4;5;6;7;8;9;10;11,稗田阿求,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
阿求,稗田阿求,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,阿求,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
米斯蒂娅·萝蕾拉,米斯蒂娅·萝蕾拉,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
米斯蒂娅·萝蕾拉,米斯蒂娅·萝蕾拉,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/米斯蒂娅·萝蕾拉,1;2;3;4;5;6;7;8;9;10;11,米斯蒂娅·萝蕾拉,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
中国,红美铃,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,中国,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
红美铃,红美铃,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
红美铃,红美铃,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/红美铃,1;2;3;4;5;6;7;8;9;10;11,红美铃,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
美铃,红美铃,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,美铃,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
纯狐,纯狐,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
纯狐,纯狐,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/纯狐,4;5;6;7;8;9;10;11,纯狐,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
丰姬,绵月丰姬,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,丰姬,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
绵月丰姬,绵月丰姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
绵月丰姬,绵月丰姬,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/绵月丰姬,1;2;3;4;5;6;7;8;9;10;11,绵月丰姬,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
依姬,绵月依姬,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,依姬,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
绵月依姬,绵月依姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
绵月依姬,绵月依姬,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/绵月依姬,1;2;3;4;5;6;7;8;9;10;11,绵月依姬,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
胡桃,胡桃,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
胡桃,胡桃,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/胡桃,1;2;3;4;5;6;7;8;9;10;11,胡桃,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
舞,舞,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
舞,舞,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/舞,1;2;3;4;5;6;7;8;9;10;11,舞,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
艾丽,艾丽,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
艾丽,艾丽,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/艾丽,1;2;3;4;5;6;7;8;9;10;11,艾丽,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
二小姐,芙兰朵露·斯卡蕾特,derivative_nickname,exact_fun_mapping,curated_cn_translation_aliases,,二小姐,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
芙兰,芙兰朵露·斯卡蕾特,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,芙兰,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
芙兰朵露·斯卡蕾特,芙兰朵露·斯卡蕾特,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
芙兰朵露·斯卡蕾特,芙兰朵露·斯卡蕾特,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/芙兰朵露·斯卡蕾特,1;2;3;4;5;6;7;8;9;10;11,芙兰朵露·斯卡蕾特,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
芙兰朵露·斯卡雷特,芙兰朵露·斯卡蕾特,legacy_translation_variant,exact_fun_mapping,curated_cn_translation_aliases,,芙兰朵露·斯卡雷特,high,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
苏我屠自古,苏我屠自古,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
苏我屠自古,苏我屠自古,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/苏我屠自古,1;2;3;4;5;6;7;8;9;10;11,苏我屠自古,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
若鹭姬,若鹭姬,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
若鹭姬,若鹭姬,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/若鹭姬,2;3;4;5;6;7;8;9;10;11,若鹭姬,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
华扇,茨木华扇,nickname_or_short_form,exact_fun_mapping,curated_cn_translation_aliases,,华扇,medium,仅用于中文投票标签对齐；昵称/二设称呼不应解释为一设名称。
茨木华扇,茨木华扇,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
茨木华扇,茨木华扇,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/茨木华扇,1;2;3;4;5;6;7;8;9;10;11,茨木华扇,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
莉格露·奈特巴格,莉格露·奈特巴格,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
莉格露·奈特巴格,莉格露·奈特巴格,thbwiki_cn_reference_name,exact_fun_mapping,https://thbwiki.cc/莉格露·奈特巴格,1;2;3;4;5;6;7;8;9;10;11,莉格露·奈特巴格,high,THBWiki角色表中文词条名对齐至fun.xlsx项目规范名；THBWiki明确声明其收录标准不代表官方意见。
莉莉卡·普莉兹姆利巴,莉莉卡·普莉兹姆利巴,primary_fun_xlsx_mapping,verified_fun_xlsx,fun.xlsx,,,high,fun.xlsx译名列/character_name_crosswalk主映射；不等于官方中文译名。
