id,index,first,c1,c2,c3,total,ratio,g1,g2,g3,c1ratio,c2ratio,c3ratio,c1name,c2name,c3name,g0,g1ratio,g2ratio,g3ratio,g0ratio
525,324,0,84,96,97,2,0,0,1,0,0,1,2,鬼人正邪,哆来咪·苏伊特,稀神探女,1,0,50,0,50
236,324,0,20,31,45,2,0,0,0,1,0,1,0,魂魄妖梦,铃仙·优昙华院·因幡,东风谷早苗,1,0,0,50,50
135,324,0,24,24,0,2,0,0,0,0,0,0,0,魂魄妖忌,魂魄妖忌,-,2,0,0,0,100
433,324,0,1,84,85,2,0,0,1,0,1,0,1,博丽灵梦,鬼人正邪,少名针妙丸,1,0,50,0,50
852,324,0,2,15,183,2,0,1,1,0,1,1,1,雾雨魔理沙,爱丽丝·玛格特洛依德,人偶（含上海人偶、哥利亚人偶）,0,50,50,0,0
576,324,0,76,186,0,2,0,0,0,0,2,0,0,二岩猯藏,狸猫,-,2,0,0,0,100
761,324,0,23,37,59,2,0,0,1,0,0,0,0,八云紫,风见幽香,多多良小伞,1,0,50,0,50
163,324,0,65,85,0,2,0,0,0,0,0,2,0,封兽鵺,少名针妙丸,-,2,0,0,0,100
443,324,0,72,77,0,2,0,2,0,0,1,1,0,霍青娥,秦心,-,0,100,0,0,0
610,324,0,1,146,0,2,0,0,0,0,0,2,0,博丽灵梦,本居小铃,-,2,0,0,0,100
492,324,0,85,85,0,2,0,0,0,0,0,0,0,少名针妙丸,少名针妙丸,-,2,0,0,0,100
846,324,0,1,31,0,2,0,1,1,0,1,2,0,博丽灵梦,铃仙·优昙华院·因幡,-,0,50,50,0,0
439,324,0,37,59,0,2,0,2,0,0,1,1,0,风见幽香,多多良小伞,-,0,100,0,0,0
310,324,0,6,63,0,2,0,1,0,0,1,0,0,红美铃,寅丸星,-,1,50,0,0,50
575,324,0,1,8,15,2,0,0,0,0,2,1,1,博丽灵梦,帕秋莉·诺蕾姬,爱丽丝·玛格特洛依德,2,0,0,0,100
418,324,0,6,67,0,2,0,0,0,0,0,0,0,红美铃,大鲶鱼,-,2,0,0,0,100
389,324,0,20,24,184,2,0,0,1,1,1,0,0,魂魄妖梦,魂魄妖忌,幽灵,0,0,50,50,0
376,324,0,31,45,0,2,0,0,1,0,1,1,0,铃仙·优昙华院·因幡,东风谷早苗,-,1,0,50,0,50
498,447,1,11,20,49,1,100,0,0,0,0,0,1,芙兰朵露·斯卡蕾特,魂魄妖梦,比那名居天子,1,0,0,0,100
546,447,1,2,9,56,1,100,1,0,0,1,1,1,雾雨魔理沙,十六夜咲夜,灵乌路空,0,100,0,0,0
914,447,1,37,54,0,1,100,1,0,0,1,1,0,风见幽香,古明地觉,-,0,100,0,0,0
962,447,1,15,15,0,1,100,0,0,0,1,1,0,爱丽丝·玛格特洛依德,爱丽丝·玛格特洛依德,-,1,0,0,0,100
630,447,1,1,23,33,1,100,0,1,0,0,1,0,博丽灵梦,八云紫,蓬莱山辉夜,0,0,100,0,0
294,447,1,1,189,0,1,100,0,1,0,0,0,0,博丽灵梦,地精,-,0,0,100,0,0
521,447,1,5,49,0,1,100,0,1,0,1,1,0,琪露诺,比那名居天子,-,0,0,100,0,0
451,447,1,39,54,57,1,100,0,0,0,1,1,1,四季映姬·亚玛萨那度,古明地觉,古明地恋,1,0,0,0,100
1097,447,1,38,39,54,1,100,1,0,0,1,1,1,小野塚小町,四季映姬·亚玛萨那度,古明地觉,0,100,0,0,0
724,447,1,35,37,44,1,100,0,1,0,1,1,0,射命丸文,风见幽香,犬走椛,0,0,100,0,0
214,447,1,1,5,65,1,100,1,0,0,1,1,1,博丽灵梦,琪露诺,封兽鵺,0,100,0,0,0
699,447,1,101,179,0,1,100,0,1,0,0,0,0,神玉,毛玉,-,0,0,100,0,0
301,447,1,1,2,110,1,100,1,0,0,1,0,1,博丽灵梦,雾雨魔理沙,明罗,0,100,0,0,0
1114,447,1,6,9,15,1,100,0,0,0,1,0,1,红美铃,十六夜咲夜,爱丽丝·玛格特洛依德,1,0,0,0,100
367,447,1,15,90,0,1,100,0,0,0,1,0,0,爱丽丝·玛格特洛依德,八尺大人,-,1,0,0,0,100
675,447,1,15,31,49,1,100,0,0,0,1,1,1,爱丽丝·玛格特洛依德,铃仙·优昙华院·因幡,比那名居天子,1,0,0,0,100
797,447,1,9,54,65,1,100,0,0,1,0,1,1,十六夜咲夜,古明地觉,封兽鵺,0,0,0,100,0
1025,447,1,1,39,45,1,100,0,0,0,0,0,1,博丽灵梦,四季映姬·亚玛萨那度,东风谷早苗,1,0,0,0,100
932,447,1,1,15,183,1,100,1,0,0,0,1,1,博丽灵梦,爱丽丝·玛格特洛依德,人偶（含上海人偶、哥利亚人偶）,0,100,0,0,0
735,447,1,21,23,26,1,100,0,0,1,0,0,1,西行寺幽幽子,八云紫,伊吹萃香,0,0,0,100,0
669,447,1,6,9,20,1,100,0,1,0,1,1,1,红美铃,十六夜咲夜,魂魄妖梦,0,0,100,0,0
756,447,1,10,54,83,1,100,1,0,0,1,1,0,蕾米莉亚·斯卡蕾特,古明地觉,九十九八桥,0,100,0,0,0
530,447,1,5,21,57,1,100,1,0,0,1,1,1,琪露诺,西行寺幽幽子,古明地恋,0,100,0,0,0
786,447,1,1,10,45,1,100,0,1,0,1,1,1,博丽灵梦,蕾米莉亚·斯卡蕾特,东风谷早苗,0,0,100,0,0
1105,447,1,49,84,0,1,100,0,0,0,0,0,0,比那名居天子,鬼人正邪,-,1,0,0,0,100
1039,447,1,5,57,0,1,100,0,1,0,1,1,0,琪露诺,古明地恋,-,0,0,100,0,0
980,447,1,5,10,11,1,100,0,0,1,1,1,1,琪露诺,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,0,0,0,100,0
608,447,1,107,133,0,1,100,0,0,0,1,1,0,萨丽爱尔,神绮,-,1,0,0,0,100
512,447,1,1,45,57,1,100,0,1,0,0,1,0,博丽灵梦,东风谷早苗,古明地恋,0,0,100,0,0
1088,447,1,1,64,77,1,100,0,0,0,1,0,1,博丽灵梦,圣白莲,秦心,1,0,0,0,100
655,447,1,23,114,0,1,100,0,1,0,1,0,0,八云紫,小兔姬,-,0,0,100,0,0
402,447,1,9,10,35,1,100,1,0,0,1,0,1,十六夜咲夜,蕾米莉亚·斯卡蕾特,射命丸文,0,100,0,0,0
377,447,1,1,37,75,1,100,0,1,0,1,1,0,博丽灵梦,风见幽香,丰聪耳神子,0,0,100,0,0
470,447,1,54,97,0,1,100,0,1,0,1,1,0,古明地觉,稀神探女,-,0,0,100,0,0
614,447,1,65,84,85,1,100,0,0,0,0,1,0,封兽鵺,鬼人正邪,少名针妙丸,1,0,0,0,100
1018,447,1,57,77,78,1,100,0,1,0,0,1,0,古明地恋,秦心,秦河胜,0,0,100,0,0
868,447,1,1,11,0,1,100,1,0,0,1,0,0,博丽灵梦,芙兰朵露·斯卡蕾特,-,0,100,0,0,0
859,447,1,1,6,8,1,100,0,0,1,0,1,1,博丽灵梦,红美铃,帕秋莉·诺蕾姬,0,0,0,100,0
198,447,1,8,21,31,1,100,0,0,1,0,0,1,帕秋莉·诺蕾姬,西行寺幽幽子,铃仙·优昙华院·因幡,0,0,0,100,0
101,447,1,57,136,0,1,100,1,0,0,1,1,0,古明地恋,稗田阿求,-,0,100,0,0,0
717,447,1,37,38,0,1,100,1,0,0,1,1,0,风见幽香,小野塚小町,-,0,100,0,0,0
748,447,1,10,21,54,1,100,0,0,0,0,1,1,蕾米莉亚·斯卡蕾特,西行寺幽幽子,古明地觉,1,0,0,0,100
1107,447,1,145,164,0,1,100,1,0,0,1,0,0,茨木华扇,久米 / 竿打,-,0,100,0,0,0
1000,447,1,13,39,0,1,100,0,1,0,1,1,0,蕾蒂·霍瓦特洛克,四季映姬·亚玛萨那度,-,0,0,100,0,0
1069,447,1,7,8,21,1,100,0,0,0,1,1,1,小恶魔,帕秋莉·诺蕾姬,西行寺幽幽子,1,0,0,0,100
867,447,1,69,98,0,1,100,0,0,0,1,1,0,姬海棠果,克劳恩皮丝,-,1,0,0,0,100
421,447,1,1,20,44,1,100,0,0,1,0,1,1,博丽灵梦,魂魄妖梦,犬走椛,0,0,0,100,0
931,447,1,34,37,49,1,100,0,1,0,1,1,1,藤原妹红,风见幽香,比那名居天子,0,0,100,0,0
854,447,1,29,136,146,1,100,0,0,1,0,0,1,上白泽慧音,稗田阿求,本居小铃,0,0,0,100,0
862,447,1,1,34,0,1,100,1,0,0,1,1,0,博丽灵梦,藤原妹红,-,0,100,0,0,0
1099,447,1,30,47,0,1,100,0,0,0,1,1,0,因幡帝,洩矢诹访子,-,1,0,0,0,100
133,447,1,64,74,75,1,100,0,0,0,1,1,1,圣白莲,物部布都,丰聪耳神子,1,0,0,0,100
790,447,1,2,12,0,1,100,0,1,0,0,1,0,雾雨魔理沙,冴月麟,-,0,0,100,0,0
523,447,1,23,57,0,1,100,0,0,0,1,1,0,八云紫,古明地恋,-,1,0,0,0,100
953,447,1,26,37,0,1,100,0,0,0,1,1,0,伊吹萃香,风见幽香,-,1,0,0,0,100
483,447,1,5,32,0,1,100,0,0,0,1,0,0,琪露诺,八意永琳,-,1,0,0,0,100
806,447,1,8,137,0,1,100,0,1,0,1,1,0,帕秋莉·诺蕾姬,森近霖之助,-,0,0,100,0,0
62,447,1,38,39,80,1,100,0,0,1,0,1,1,小野塚小町,四季映姬·亚玛萨那度,赤蛮奇,0,0,0,100,0
818,447,1,21,23,39,1,100,0,0,0,1,1,1,西行寺幽幽子,八云紫,四季映姬·亚玛萨那度,1,0,0,0,100
1029,447,1,3,15,0,1,100,0,1,0,1,1,0,露米娅,爱丽丝·玛格特洛依德,-,0,0,100,0,0
809,447,1,42,54,0,1,100,0,0,0,1,0,0,键山雏,古明地觉,-,1,0,0,0,100
945,447,1,20,21,31,1,100,0,1,0,0,1,0,魂魄妖梦,西行寺幽幽子,铃仙·优昙华院·因幡,0,0,100,0,0
447,447,1,1,2,74,1,100,1,0,0,1,0,1,博丽灵梦,雾雨魔理沙,物部布都,0,100,0,0,0
248,447,1,15,31,0,1,100,1,0,0,1,1,0,爱丽丝·玛格特洛依德,铃仙·优昙华院·因幡,-,0,100,0,0,0
957,447,1,70,76,0,1,100,0,1,0,1,1,0,幽谷响子,二岩猯藏,-,0,0,100,0,0
563,447,1,58,62,63,1,100,1,0,0,0,0,0,娜兹玲,村纱水蜜,寅丸星,0,100,0,0,0
30,447,1,11,32,0,1,100,0,1,0,1,1,0,芙兰朵露·斯卡蕾特,八意永琳,-,0,0,100,0,0
1023,447,1,10,11,37,1,100,1,0,0,1,1,1,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,风见幽香,0,100,0,0,0
560,447,1,9,54,59,1,100,0,1,0,1,1,1,十六夜咲夜,古明地觉,多多良小伞,0,0,100,0,0
881,447,1,10,21,23,1,100,0,0,1,1,1,1,蕾米莉亚·斯卡蕾特,西行寺幽幽子,八云紫,0,0,0,100,0
383,447,1,9,23,37,1,100,1,0,0,1,1,1,十六夜咲夜,八云紫,风见幽香,0,100,0,0,0
1083,447,1,1,18,45,1,100,0,0,0,0,0,1,博丽灵梦,梅露兰·普莉兹姆利巴,东风谷早苗,1,0,0,0,100
1032,447,1,52,64,0,1,100,1,0,0,1,1,0,水桥帕露西,圣白莲,-,0,100,0,0,0
589,447,1,43,57,77,1,100,0,1,0,1,0,0,河城荷取,古明地恋,秦心,0,0,100,0,0
1001,447,1,8,9,21,1,100,0,1,0,1,1,0,帕秋莉·诺蕾姬,十六夜咲夜,西行寺幽幽子,0,0,100,0,0
162,447,1,57,59,0,1,100,0,1,0,1,1,0,古明地恋,多多良小伞,-,0,0,100,0,0
356,447,1,4,9,0,1,100,0,1,0,1,1,0,大妖精,十六夜咲夜,-,0,0,100,0,0
656,447,1,1,26,77,1,100,1,0,0,1,1,1,博丽灵梦,伊吹萃香,秦心,0,100,0,0,0
842,447,1,33,98,0,1,100,0,0,0,1,0,0,蓬莱山辉夜,克劳恩皮丝,-,1,0,0,0,100
660,447,1,5,47,56,1,100,0,1,0,1,1,0,琪露诺,洩矢诹访子,灵乌路空,0,0,100,0,0
705,447,1,12,54,0,1,100,0,0,0,0,1,0,冴月麟,古明地觉,-,1,0,0,0,100
825,447,1,49,56,0,1,100,0,1,0,0,1,0,比那名居天子,灵乌路空,-,0,0,100,0,0
812,447,1,23,45,0,1,100,1,0,0,0,1,0,八云紫,东风谷早苗,-,0,100,0,0,0
1034,447,1,97,99,0,1,100,0,0,0,1,1,0,稀神探女,纯狐,-,1,0,0,0,100
706,447,1,5,43,44,1,100,0,0,0,1,0,1,琪露诺,河城荷取,犬走椛,1,0,0,0,100
343,447,1,42,191,0,1,100,0,1,0,1,0,0,键山雏,STG作品中没有名称的角色,-,0,0,100,0,0
725,447,1,1,32,75,1,100,0,0,1,1,1,1,博丽灵梦,八意永琳,丰聪耳神子,0,0,0,100,0
587,447,1,67,68,98,1,100,0,0,0,0,0,0,大鲶鱼,非想天则,克劳恩皮丝,1,0,0,0,100
898,447,1,26,84,0,1,100,1,0,0,0,1,0,伊吹萃香,鬼人正邪,-,0,100,0,0,0
977,447,1,16,34,51,1,100,0,0,1,1,1,1,莉莉白,藤原妹红,黑谷山女,0,0,0,100,0
906,447,1,1,21,49,1,100,0,0,1,1,1,1,博丽灵梦,西行寺幽幽子,比那名居天子,0,0,0,100,0
688,447,1,10,11,20,1,100,1,0,0,1,1,1,蕾米莉亚·斯卡蕾特,芙兰朵露·斯卡蕾特,魂魄妖梦,0,100,0,0,0
228,447,1,44,44,0,1,100,0,0,0,1,1,0,犬走椛,犬走椛,-,1,0,0,0,100
624,447,1,1,185,0,1,100,0,0,0,1,0,0,博丽灵梦,阴阳玉,-,1,0,0,0,100
502,447,1,35,45,47,1,100,0,0,0,1,1,1,射命丸文,东风谷早苗,洩矢诹访子,1,0,0,0,100
964,447,1,11,179,191,1,100,0,1,0,0,0,0,芙兰朵露·斯卡蕾特,毛玉,STG作品中没有名称的角色,0,0,100,0,0
291,447,1,45,59,65,1,100,0,0,0,1,1,0,东风谷早苗,多多良小伞,封兽鵺,1,0,0,0,100
722,447,1,2,47,0,1,100,1,0,0,1,1,0,雾雨魔理沙,洩矢诹访子,-,0,100,0,0,0
426,447,1,62,64,65,1,100,1,0,0,1,1,0,村纱水蜜,圣白莲,封兽鵺,0,100,0,0,0
284,447,1,29,39,0,1,100,0,0,0,1,1,0,上白泽慧音,四季映姬·亚玛萨那度,-,1,0,0,0,100
1108,447,1,2,10,15,1,100,1,0,0,0,1,1,雾雨魔理沙,蕾米莉亚·斯卡蕾特,爱丽丝·玛格特洛依德,0,100,0,0,0
202,447,1,42,42,0,1,100,0,0,0,1,1,0,键山雏,键山雏,-,1,0,0,0,100
309,447,1,35,86,0,1,100,1,0,0,1,1,0,射命丸文,堀川雷鼓,-,0,100,0,0,0
793,447,1,1,72,0,1,100,0,0,0,1,1,0,博丽灵梦,霍青娥,-,1,0,0,0,100
665,447,1,8,20,29,1,100,0,0,0,1,1,1,帕秋莉·诺蕾姬,魂魄妖梦,上白泽慧音,1,0,0,0,100
956,447,1,1,2,102,1,100,0,0,0,1,1,1,博丽灵梦,雾雨魔理沙,魅魔,1,0,0,0,100
539,447,1,7,20,31,1,100,0,0,0,1,0,1,小恶魔,魂魄妖梦,铃仙·优昙华院·因幡,1,0,0,0,100
731,447,1,30,39,0,1,100,1,0,0,1,1,0,因幡帝,四季映姬·亚玛萨那度,-,0,100,0,0,0
1102,447,1,2,35,57,1,100,0,0,0,1,1,1,雾雨魔理沙,射命丸文,古明地恋,1,0,0,0,100
75,447,1,74,84,0,1,100,0,0,0,1,0,0,物部布都,鬼人正邪,-,1,0,0,0,100
697,447,1,33,156,0,1,100,0,1,0,1,1,0,蓬莱山辉夜,岩笠,-,0,0,100,0,0
315,447,1,39,84,0,1,100,0,0,0,1,1,0,四季映姬·亚玛萨那度,鬼人正邪,-,1,0,0,0,100
1117,447,1,47,67,0,1,100,1,0,0,1,0,0,洩矢诹访子,大鲶鱼,-,0,100,0,0,0
911,447,1,36,57,84,1,100,0,0,1,1,1,1,梅蒂欣·梅兰可莉,古明地恋,鬼人正邪,0,0,0,100,0
836,447,1,10,136,141,1,100,0,0,0,1,1,1,蕾米莉亚·斯卡蕾特,稗田阿求,斯塔萨菲雅,1,0,0,0,100
203,447,1,2,15,85,1,100,0,1,0,0,1,0,雾雨魔理沙,爱丽丝·玛格特洛依德,少名针妙丸,0,0,100,0,0
540,447,1,6,15,63,1,100,0,0,1,1,1,1,红美铃,爱丽丝·玛格特洛依德,寅丸星,0,0,0,100,0
823,447,1,54,57,191,1,100,0,1,0,1,1,0,古明地觉,古明地恋,STG作品中没有名称的角色,0,0,100,0,0
695,447,1,21,136,0,1,100,1,0,0,1,1,0,西行寺幽幽子,稗田阿求,-,0,100,0,0,0
1063,447,1,1,21,77,1,100,0,1,0,1,1,1,博丽灵梦,西行寺幽幽子,秦心,0,0,100,0,0
1116,447,1,16,65,0,1,100,0,0,0,1,1,0,莉莉白,封兽鵺,-,1,0,0,0,100
584,447,1,9,11,181,1,100,0,1,0,0,1,0,十六夜咲夜,芙兰朵露·斯卡蕾特,UFO,0,0,100,0,0
1111,447,1,1,188,0,1,100,0,1,0,0,0,0,博丽灵梦,野铁炮,-,0,0,100,0,0
54,447,1,1,191,0,1,100,0,0,0,1,0,0,博丽灵梦,STG作品中没有名称的角色,-,1,0,0,0,100
784,447,1,5,33,34,1,100,0,1,0,1,1,1,琪露诺,蓬莱山辉夜,藤原妹红,0,0,100,0,0
499,447,1,15,37,102,1,100,0,1,0,1,1,1,爱丽丝·玛格特洛依德,风见幽香,魅魔,0,0,100,0,0
934,447,1,2,29,137,1,100,0,0,0,0,0,1,雾雨魔理沙,上白泽慧音,森近霖之助,1,0,0,0,100
1047,447,1,6,9,53,1,100,1,0,0,1,1,0,红美铃,十六夜咲夜,星熊勇仪,0,100,0,0,0
602,447,1,40,40,0,1,100,0,0,0,0,0,0,秋静叶,秋静叶,-,1,0,0,0,100
364,447,1,8,8,0,1,100,0,0,0,1,1,0,帕秋莉·诺蕾姬,帕秋莉·诺蕾姬,-,1,0,0,0,100
403,447,1,11,118,0,1,100,0,1,0,1,1,0,芙兰朵露·斯卡蕾特,冈崎梦美,-,0,0,100,0,0
434,447,1,1,2,7,1,100,1,0,0,1,1,0,博丽灵梦,雾雨魔理沙,小恶魔,0,100,0,0,0
595,447,1,31,94,144,1,100,0,0,0,1,0,0,铃仙·优昙华院·因幡,清兰,Reisen,1,0,0,0,100
278,447,1,55,94,0,1,100,0,0,0,0,1,0,火焰猫燐,清兰,-,1,0,0,0,100
816,447,1,9,11,23,1,100,1,0,0,1,1,1,十六夜咲夜,芙兰朵露·斯卡蕾特,八云紫,0,100,0,0,0
464,447,1,102,113,0,1,100,1,0,0,1,1,0,魅魔,爱莲,-,0,100,0,0,0
879,447,1,52,53,65,1,100,0,0,1,1,0,1,水桥帕露西,星熊勇仪,封兽鵺,0,0,0,100,0
1072,447,1,59,82,83,1,100,1,0,0,0,0,0,多多良小伞,九十九弁弁,九十九八桥,0,100,0,0,0
475,447,1,72,74,75,1,100,0,0,1,0,0,1,霍青娥,物部布都,丰聪耳神子,0,0,0,100,0
1074,447,1,9,10,22,1,100,1,0,0,1,1,1,十六夜咲夜,蕾米莉亚·斯卡蕾特,八云蓝,0,100,0,0,0
720,447,1,2,15,57,1,100,1,0,0,1,0,0,雾雨魔理沙,爱丽丝·玛格特洛依德,古明地恋,0,100,0,0,0
479,447,1,9,32,33,1,100,0,0,0,1,0,0,十六夜咲夜,八意永琳,蓬莱山辉夜,1,0,0,0,100
845,447,1,2,11,57,1,100,0,0,1,1,1,0,雾雨魔理沙,芙兰朵露·斯卡蕾特,古明地恋,0,0,0,100,0
947,447,1,1,5,10,1,100,0,1,0,1,1,1,博丽灵梦,琪露诺,蕾米莉亚·斯卡蕾特,0,0,100,0,0
664,447,1,20,60,137,1,100,0,0,1,0,0,0,魂魄妖梦,云山,森近霖之助,0,0,0,100,0
883,447,0,88,183,185,1,0,0,0,0,0,0,0,绿巨人,人偶（含上海人偶、哥利亚人偶）,阴阳玉,1,0,0,0,100
572,447,0,2,21,22,1,0,0,1,0,0,1,1,雾雨魔理沙,西行寺幽幽子,八云蓝,0,0,100,0,0
772,447,0,24,60,88,1,0,0,0,0,0,0,0,魂魄妖忌,云山,绿巨人,1,0,0,0,100
1086,447,0,29,80,0,1,0,0,1,0,0,1,0,上白泽慧音,赤蛮奇,-,0,0,100,0,0
1026,447,0,2,9,31,1,0,0,0,0,0,0,0,雾雨魔理沙,十六夜咲夜,铃仙·优昙华院·因幡,1,0,0,0,100
708,447,0,11,47,57,1,0,0,0,0,1,1,1,芙兰朵露·斯卡蕾特,洩矢诹访子,古明地恋,1,0,0,0,100
903,447,0,11,23,0,1,0,1,0,0,1,1,0,芙兰朵露·斯卡蕾特,八云紫,-,0,100,0,0,0
1004,447,0,5,6,20,1,0,0,0,0,0,1,0,琪露诺,红美铃,魂魄妖梦,1,0,0,0,100
157,447,0,45,55,0,1,0,0,0,0,1,0,0,东风谷早苗,火焰猫燐,-,1,0,0,0,100
878,447,0,2,48,49,1,0,0,0,1,0,0,0,雾雨魔理沙,永江衣玖,比那名居天子,0,0,0,100,0
1100,447,0,32,33,148,1,0,0,0,0,0,0,0,八意永琳,蓬莱山辉夜,月夜见,1,0,0,0,100
728,447,0,134,134,0,1,0,0,0,0,0,0,0,宇佐见莲子,宇佐见莲子,-,1,0,0,0,100
781,447,0,5,21,23,1,0,0,0,0,0,1,0,琪露诺,西行寺幽幽子,八云紫,1,0,0,0,100
435,447,0,9,16,26,1,0,0,0,0,0,0,1,十六夜咲夜,莉莉白,伊吹萃香,1,0,0,0,100
604,447,0,34,56,0,1,0,1,0,0,1,1,0,藤原妹红,灵乌路空,-,0,100,0,0,0
1003,447,0,26,37,71,1,0,0,0,0,0,0,0,伊吹萃香,风见幽香,宫古芳香,1,0,0,0,100
258,447,0,179,180,181,1,0,0,0,0,0,0,0,毛玉,妖精（含持花妖精，僵尸妖精）,UFO,1,0,0,0,100
710,447,0,50,51,52,1,0,0,0,0,1,1,1,琪斯美,黑谷山女,水桥帕露西,1,0,0,0,100
739,447,0,1,2,39,1,0,0,1,0,1,1,0,博丽灵梦,雾雨魔理沙,四季映姬·亚玛萨那度,0,0,100,0,0
924,447,0,6,29,96,1,0,0,0,0,0,0,0,红美铃,上白泽慧音,哆来咪·苏伊特,1,0,0,0,100
1073,447,0,9,20,45,1,0,0,0,1,0,1,1,十六夜咲夜,魂魄妖梦,东风谷早苗,0,0,0,100,0
379,447,0,10,21,32,1,0,0,0,0,0,0,0,蕾米莉亚·斯卡蕾特,西行寺幽幽子,八意永琳,1,0,0,0,100
213,447,0,48,48,0,1,0,0,0,0,0,0,0,永江衣玖,永江衣玖,-,1,0,0,0,100
801,447,0,1,84,0,1,0,1,0,0,0,1,0,博丽灵梦,鬼人正邪,-,0,100,0,0,0
1058,447,0,68,181,0,1,0,0,1,0,0,0,0,非想天则,UFO,-,0,0,100,0,0
834,447,0,1,10,136,1,0,0,0,0,1,1,1,博丽灵梦,蕾米莉亚·斯卡蕾特,稗田阿求,1,0,0,0,100
700,447,0,11,65,0,1,0,1,0,0,1,1,0,芙兰朵露·斯卡蕾特,封兽鵺,-,0,100,0,0,0
1046,447,0,64,74,0,1,0,0,0,0,0,0,0,圣白莲,物部布都,-,1,0,0,0,100
1027,447,0,15,27,37,1,0,0,0,1,1,0,1,爱丽丝·玛格特洛依德,莉格露·奈特巴格,风见幽香,0,0,0,100,0
798,447,0,9,20,21,1,0,0,0,0,0,0,0,十六夜咲夜,魂魄妖梦,西行寺幽幽子,1,0,0,0,100
430,447,0,1,45,46,1,0,0,0,0,0,0,0,博丽灵梦,东风谷早苗,八坂神奈子,1,0,0,0,100
821,447,0,23,37,133,1,0,0,0,0,1,0,1,八云紫,风见幽香,神绮,1,0,0,0,100
935,447,0,1,137,138,1,0,0,0,0,0,1,0,博丽灵梦,森近霖之助,无名的读书妖怪（朱鹭子）,1,0,0,0,100
683,447,0,94,97,0,1,0,1,0,0,1,1,0,清兰,稀神探女,-,0,100,0,0,0
870,447,0,159,161,191,1,0,0,1,0,0,0,0,求闻史纪中的受访人群（如蟒蛇六介、彦佐卫门、花店老板、某位母亲等）,酒虫,STG作品中没有名称的角色,0,0,100,0,0
886,447,0,32,97,0,1,0,0,0,0,0,1,0,八意永琳,稀神探女,-,1,0,0,0,100
877,447,0,32,99,100,1,0,0,0,0,0,1,0,八意永琳,纯狐,赫卡提亚·拉碧斯拉祖利,1,0,0,0,100
531,447,0,43,45,0,1,0,0,0,0,0,1,0,河城荷取,东风谷早苗,-,1,0,0,0,100
446,447,0,33,137,0,1,0,0,0,0,0,1,0,蓬莱山辉夜,森近霖之助,-,1,0,0,0,100
251,447,0,102,109,110,1,0,0,0,0,1,0,1,魅魔,里香,明罗,1,0,0,0,100
371,447,0,33,34,136,1,0,0,0,0,1,0,1,蓬莱山辉夜,藤原妹红,稗田阿求,1,0,0,0,100
503,447,0,29,35,0,1,0,0,1,0,0,0,0,上白泽慧音,射命丸文,-,0,0,100,0,0
721,447,0,37,45,0,1,0,0,0,0,1,1,0,风见幽香,东风谷早苗,-,1,0,0,0,100
744,447,0,30,42,48,1,0,0,0,0,0,1,0,因幡帝,键山雏,永江衣玖,1,0,0,0,100
276,447,0,11,33,34,1,0,1,0,0,0,1,1,芙兰朵露·斯卡蕾特,蓬莱山辉夜,藤原妹红,0,100,0,0,0
1065,447,0,102,104,0,1,0,0,0,0,0,1,0,魅魔,矜羯罗,-,1,0,0,0,100
677,447,0,42,45,145,1,0,0,0,0,1,1,1,键山雏,东风谷早苗,茨木华扇,1,0,0,0,100
890,447,0,23,37,49,1,0,0,0,0,0,0,0,八云紫,风见幽香,比那名居天子,1,0,0,0,100
1024,447,0,15,133,183,1,0,0,0,0,1,0,1,爱丽丝·玛格特洛依德,神绮,人偶（含上海人偶、哥利亚人偶）,1,0,0,0,100
1098,447,0,42,80,0,1,0,0,0,0,0,0,0,键山雏,赤蛮奇,-,1,0,0,0,100
425,447,0,15,23,46,1,0,0,0,1,0,1,0,爱丽丝·玛格特洛依德,八云紫,八坂神奈子,0,0,0,100,0
298,447,0,2,87,0,1,0,0,0,0,1,1,0,雾雨魔理沙,宇佐见堇子,-,1,0,0,0,100
1068,447,0,20,53,0,1,0,0,0,0,1,0,0,魂魄妖梦,星熊勇仪,-,1,0,0,0,100
986,447,0,51,52,53,1,0,0,0,1,0,1,0,黑谷山女,水桥帕露西,星熊勇仪,0,0,0,100,0
767,447,0,3,13,0,1,0,0,0,0,0,0,0,露米娅,蕾蒂·霍瓦特洛克,-,1,0,0,0,100
949,447,0,132,133,0,1,0,0,1,0,1,0,0,梦子,神绮,-,0,0,100,0,0
972,447,0,21,77,0,1,0,1,0,0,1,1,0,西行寺幽幽子,秦心,-,0,100,0,0,0
328,447,0,117,134,0,1,0,0,0,0,1,1,0,北白河千百合,宇佐见莲子,-,1,0,0,0,100
737,447,0,30,31,34,1,0,1,0,0,0,1,1,因幡帝,铃仙·优昙华院·因幡,藤原妹红,0,100,0,0,0
951,447,0,179,182,188,1,0,0,0,0,0,0,0,毛玉,怨灵,野铁炮,1,0,0,0,100
582,447,0,14,23,0,1,0,0,0,0,1,0,0,橙,八云紫,-,1,0,0,0,100
984,447,0,21,31,0,1,0,0,0,0,0,0,0,西行寺幽幽子,铃仙·优昙华院·因幡,-,1,0,0,0,100
1110,447,0,15,29,0,1,0,0,0,0,1,1,0,爱丽丝·玛格特洛依德,上白泽慧音,-,1,0,0,0,100
