region,round,source_id,character_jp,character_cn,under20_rate,under20_denominator,female_rate,female_denominator,first_time_voter_rate,first_time_voter_denominator,event_participation_rate,event_participation_denominator,2019plus_cognition_rate,2019plus_cognition_denominator,source_note
jp,16,4014,夜のデンデラ野を逝く,,0.491525,59,0.155172,58,0.287879,66,0.553846,65,0.015152,66,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4015,少女秘封倶楽部,,0.354749,358,0.148248,371,0.277202,386,0.65252,377,0.046753,385,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4017,古の冥界寺,,0.3125,16,0.157895,19,0.25,20,0.473684,19,,19,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4019,魔術師メリー,,0.458824,85,0.240964,83,0.303371,89,0.5,86,0.011364,88,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4020,月の妖鳥、化猫の幻,,0.367089,79,0.202532,79,0.284091,88,0.569767,86,0.034483,87,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4021,過去の花 ～ Fairy of Flower,,0.325,40,0.255814,43,0.25,44,0.666667,42,0.047619,42,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4022,魔法少女十字軍,,0.404959,121,0.137097,124,0.246269,134,0.653846,130,0.054688,128,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4024,幻想の永遠祭,,0.142857,14,0.133333,15,0.055556,18,0.823529,17,,17,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4025,童祭 ～ Innocent Treasures,,0.486989,538,0.119626,535,0.422182,559,0.595865,532,0.059891,551,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4026,華胥の夢,,0.451613,31,0.193548,31,0.212121,33,0.53125,32,,33,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4029,科学世紀の少年少女,,0.540541,37,0.263158,38,0.307692,39,0.432432,37,0.1,40,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4033,夢と現の境界,,0.327586,58,0.338983,59,0.180328,61,0.516667,60,,61,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4035,幽玄の槭樹 ～ Eternal Dream,,0.425287,87,0.204545,88,0.369565,92,0.505495,91,0.055556,90,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4036,ヒロシゲ36号 ～ Neo Super-Express,,0.359649,456,0.149888,447,0.255765,477,0.626327,471,0.035639,477,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4037,53ミニッツの青い海,,0.449275,69,0.208955,67,0.216216,74,0.528571,70,0.027027,74,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4040,青木ヶ原の伝説,,0.24,25,0.230769,26,0.333333,27,0.666667,27,0.037037,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4046,最も澄みわたる空と海,,0.202128,94,0.084211,95,0.214286,98,0.666667,96,0.05102,98,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4047,月面ツアーへようこそ,,0.445545,101,0.15,100,0.259259,108,0.603774,106,0.037383,107,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4048,天空のグリニッジ,,0.435506,721,0.200837,717,0.334646,762,0.559732,745,0.043651,756,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4050,車椅子の未来宇宙,,0.36413,184,0.119565,184,0.225,200,0.66,200,0.020101,199,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4052,衛星カフェテラス,,0.375661,189,0.208333,192,0.275862,203,0.653061,196,0.014925,201,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4053,G Free,,0.243478,115,0.140351,114,0.235772,123,0.652542,118,0.02459,122,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4054,大空魔術 ～ Magical Astronomy,,0.284211,95,0.151515,99,0.235294,102,0.747368,95,0.029703,101,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4056,向こう側の月,,0.402299,87,0.178571,84,0.388889,90,0.55,80,0.089888,89,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4057,未知の花 魅知の旅,,0.32,150,0.136364,154,0.20625,160,0.721519,158,0.05,160,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4060,衛星トリフネ,,0.280488,82,0.204819,83,0.168675,83,0.768293,82,0.035714,84,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4061,トロヤ群の密林,,0.363636,33,0.147059,34,0.205882,34,0.529412,34,0.058824,34,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4064,天鳥船神社,,0.357143,28,0.103448,29,0.103448,29,0.821429,28,0.037037,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4067,天鳥船神社の結界,,0.3125,32,0.125,32,0.15625,32,0.53125,32,0.03125,32,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4069,宇宙に浮かぶ幻想郷,,0.157895,19,0.210526,19,0.117647,17,0.684211,19,,19,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4070,緑のサナトリウム,,0.285714,49,0.204082,49,0.226415,53,0.588235,51,0.1,50,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4071,牛に引かれて善光寺参り,,0.322581,62,0.234375,64,0.179104,67,0.651515,66,0.044118,68,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4074,アガルタの風,,0.233333,90,0.153846,91,0.191919,99,0.621053,95,0.030303,99,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4075,イザナギオブジェクト,,0.423913,92,0.178947,95,0.196078,102,0.676768,99,0.029412,102,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4078,日本中の不思議を集めて,,0.439252,107,0.149533,107,0.236842,114,0.601852,108,0.070175,114,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4080,他愛も無い二人の博物誌,,0.324042,287,0.149153,295,0.186709,316,0.625407,307,0.041401,314,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4082,Dr.レイテンシーの眠れなくなる瞳,,0.340426,47,0.229167,48,0.204082,49,0.5,50,,49,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4084,須臾はプランクを超えて,,0.368421,19,0.2,20,0.3,20,0.421053,19,0.1,20,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4085,シュレディンガーの化猫,,0.45122,82,0.164706,85,0.244444,90,0.561798,89,0.033708,89,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4087,禁忌の膜壁,,0.3,20,0.181818,22,0.230769,26,0.307692,26,0.04,25,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4094,アウトサイダーカクテル,,0.322581,31,0.133333,30,0.193548,31,0.548387,31,0.032258,31,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4097,旧世界の冒険酒場,,0.2,15,0.133333,15,0.071429,14,0.666667,15,0.142857,14,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,4100,二日酔いの同床異夢,,0.484375,64,0.169231,65,0.287879,66,0.530303,66,0.044776,67,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5001,秋霜玉 ～ Clockworks,,0.5,10,0.1,10,0.3,10,0.3,10,0.2,10,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5002,フォルスストロベリー,,0.125,16,0.0625,16,0.176471,17,0.666667,18,,18,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5003,プリムローズシヴァ,,0.5,6,0.142857,7,0.142857,7,0.714286,7,,7,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5004,幻想帝都,,,3,,3,,3,0.333333,3,,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5005,ディザストラスジェミニ,,,4,,4,,4,0.75,4,,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5006,華の幻想 紅夢の宙,,0.375,8,0.125,8,0.5,8,0.5,8,0.125,8,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5007,天空アーミー,,0.5,4,0.4,5,,5,0.4,5,0.2,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,501,シンギョク,神玉,0.6,15,0.533333,15,0.5625,16,0.333333,15,0.0625,16,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5010,カナベラルの夢幻少女,,0.6,10,0.3,10,0.2,10,0.6,10,,10,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5012,アンティークテラー,,0.5,6,0.166667,6,0.5,6,0.6,5,0.166667,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5013,夢機械 ～ Innocent Power,,,2,,2,,2,1.0,2,,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5015,少女神性 ～ Pandora's Box,,0.296296,54,0.08,50,0.175439,57,0.618182,55,0.051724,58,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5016,シルクロードアリス,,0.387097,31,0.21875,32,0.25,36,0.527778,36,0.057143,35,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5019,ハーセルヴズ,,0.130435,23,0.04,25,0.153846,26,0.730769,26,,26,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,502,ユウゲンマガン,幽幻魔眼,0.44,25,0.25,24,0.458333,24,0.346154,26,0.038462,26,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5020,タイトルドメイド,,,1,,1,,1,,,,1,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5021,稀翁玉 ～ Fairy Dance,,0.5,4,,4,0.25,4,0.75,4,,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5022,天鵞絨少女戦 ～ Velvet Battle,,0.235294,17,0.157895,19,0.157895,19,0.578947,19,,19,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5023,Castle Explorer -in the Sky-,,0.555556,9,,9,0.222222,9,0.555556,9,,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5024,オルフェの詩 ～ Pseudoclassic,,0.333333,15,0.071429,14,0.066667,15,0.6,15,,14,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5025,新幻想 ～ New Fantasy,,0.333333,6,0.166667,6,0.333333,6,0.333333,6,0.166667,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5026,オルレアンの聖騎士,,0.333333,9,0.111111,9,0.111111,9,0.555556,9,,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5027,"My Maid, Sweet Maid",,0.25,8,0.428571,7,0.375,8,0.625,8,,7,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5029,乙女戦士 ～ Heart of Valkyrie,,0.333333,3,0.666667,3,0.333333,3,0.333333,3,,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,503,エリス,依莉斯,0.595745,47,0.255319,47,0.510204,49,0.428571,49,0.022222,45,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5032,Magical and Hopeless,,0.333333,9,0.1,10,0.3,10,0.9,10,0.2,10,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5033,Sacred Battle,,0.333333,12,0.090909,11,0.166667,12,0.75,12,0.166667,12,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5034,AN ORDEAL FROM GOD,,0.193548,31,0.096774,31,0.341463,41,0.775,40,0.075,40,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5035,呑んべぇのレムリア,,0.428571,70,0.088235,68,0.302632,76,0.616438,73,0.054054,74,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,5036,キュアリアス上海古牌,,0.358974,78,0.217949,78,0.289157,83,0.5,82,0.036145,83,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,504,サリエル,萨丽爱尔,0.407407,81,0.1125,80,0.539326,89,0.363636,88,0.048193,83,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,505,キクリ,菊理,0.444444,18,0.235294,17,0.210526,19,0.444444,18,,19,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,506,コンガラ,矜羯罗,0.4375,48,0.458333,48,0.313725,51,0.387755,49,0.02,50,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,507,玄爺,玄爷,0.777778,18,0.055556,18,0.736842,19,0.421053,19,0.052632,19,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,508,里香,里香,0.444444,36,0.108108,37,0.333333,42,0.547619,42,0.02439,41,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,509,明羅,明罗,0.52381,42,0.5,38,0.418605,43,0.452381,42,0.047619,42,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,510,魅魔,魅魔,0.473846,325,0.253918,319,0.465116,344,0.484756,328,0.071856,334,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,511,エレン,爱莲,0.558442,77,0.222222,72,0.3375,80,0.525,80,0.012658,79,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,512,小兎姫,小兔姬,0.416667,48,0.23913,46,0.3,50,0.708333,48,0.058824,51,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,513,カナ・アナベラル,卡娜·安娜贝拉尔,0.483871,124,0.184874,119,0.310606,132,0.546875,128,0.023077,130,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,514,朝倉 理香子,朝仓理香子,0.56,25,0.357143,28,0.428571,28,0.423077,26,0.111111,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,515,北白河 ちゆり,北白河千百合,0.480519,77,0.236842,76,0.358025,81,0.675,80,0.012195,82,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,516,岡崎 夢美,冈崎梦美,0.347079,291,0.161404,285,0.311688,308,0.539519,291,0.056106,303,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,517,オレンジ,奥莲姬,0.52,25,0.291667,24,0.37037,27,0.576923,26,0.074074,27,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,518,くるみ,胡桃,0.567164,67,0.217391,69,0.36,75,0.5,72,0.027397,73,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,519,エリー,艾丽,0.478261,46,0.2,45,0.45098,51,0.479167,48,0.041667,48,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,520,夢月,梦月,0.416667,96,0.1875,96,0.424528,106,0.537736,106,0.038462,104,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,521,幻月,幻月,0.424731,186,0.186813,182,0.373057,193,0.492063,189,0.04712,191,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,522,サラ,萨拉,0.588235,17,0.25,16,0.277778,18,0.375,16,,18,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,523,ルイズ,露易兹,0.516129,31,0.258065,31,0.333333,33,0.46875,32,0.090909,33,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,524,ユキ,雪,0.519231,52,0.307692,52,0.263158,57,0.62963,54,0.017544,57,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,525,マイ,舞,0.409091,66,0.242424,66,0.25,72,0.521739,69,0.027778,72,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,526,夢子,梦子,0.276316,76,0.121622,74,0.246914,81,0.6125,80,0.025316,79,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,527,神綺,神绮,0.401361,294,0.114187,289,0.406349,315,0.5625,304,0.032258,310,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,600,蓬莱人形ジャケットイラストの娘,蓬莱人形封面的少女（夹克子）,0.54,100,0.336735,98,0.25,108,0.550459,109,0.028302,106,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6001,宵闇の魔術師,,0.222222,18,0.105263,19,0.157895,19,0.631579,19,0.052632,19,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6002,Magic of Life,,0.555556,9,0.571429,7,0.222222,9,0.666667,9,,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6003,Plastic Space,,0.333333,6,0.166667,6,0.285714,7,0.428571,7,,7,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6004,Frontal Attack,,0.8,5,,4,0.4,5,0.6,5,,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6005,Inventive City,,0.416667,12,0.083333,12,0.166667,12,0.5,12,,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6006,夢幻回廊,,0.520833,48,0.191489,47,0.382979,47,0.543478,46,0.042553,47,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6007,蓬莱幻想 ～ far East,,0.352941,34,0.121212,33,0.277778,36,0.75,36,,35,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,6008,夜の鳩山を飛ぶ,,0.444444,18,0.105263,19,0.363636,22,0.636364,22,0.045455,22,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,601,蓬莱人形レーベルイラストの娘,蓬莱人形碟面的少女（Label子）,0.535714,56,0.298246,57,0.322581,62,0.616667,60,0.047619,63,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,602,宇佐見 蓮子,宇佐见莲子,0.402145,1119,0.171147,1116,0.318644,1180,0.625216,1158,0.036082,1164,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,603,マエリベリー・ハーン,玛艾露贝莉·赫恩,0.39759,747,0.183893,745,0.291667,792,0.64295,773,0.030573,785,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,604,稗田 阿求,稗田阿求,0.377778,450,0.122222,450,0.293249,474,0.599129,459,0.057569,469,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,605,森近 霖之助,森近霖之助,0.502632,380,0.178947,380,0.498734,395,0.472868,387,0.04712,382,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,606,サニーミルク,桑尼米尔克,0.262032,187,0.06383,188,0.252525,198,0.492228,193,0.035714,196,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,607,ルナチャイルド,露娜切露德,0.286325,234,0.07234,235,0.298805,251,0.489879,247,0.036,250,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,608,スターサファイア,斯塔萨菲雅,0.266332,199,0.073892,203,0.267281,217,0.563981,211,0.032864,213,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,609,綿月 豊姫,绵月丰姬,0.423077,130,0.136364,132,0.366197,142,0.474453,137,0.036765,136,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,610,綿月 依姫,绵月依姬,0.526066,211,0.182243,214,0.428571,231,0.472973,222,0.034783,230,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,611,レイセン,铃仙二号,0.482353,85,0.116279,86,0.522727,88,0.511628,86,0.046512,86,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,613,影華扇（断善修悪の怪腕 - 茨木童子の腕）,影华扇（断善修恶的怪臂 - 茨木童子之臂）,0.321429,56,0.125,56,0.295082,61,0.540984,61,0.016129,62,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,615,本居 小鈴,本居小铃,0.398131,535,0.092764,539,0.311847,574,0.589744,546,0.044405,563,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,616,奥野田 美宵,奥野田美宵,0.396552,348,0.074074,351,0.30411,365,0.554598,348,0.085873,361,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,701,るーこと,留琴,0.738095,42,0.190476,42,0.531915,47,0.340426,47,0.085106,47,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,702,ミミちゃん,咪咪号,0.352941,17,0.222222,18,0.222222,18,0.611111,18,0.055556,18,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,703,魂魄 妖忌,魂魄妖忌,0.534884,43,0.068182,44,0.627907,43,0.5,44,0.047619,42,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,704,レイラ・プリズムリバー,蕾拉·普莉兹姆利巴,0.62069,29,0.074074,27,0.466667,30,0.566667,30,0.035714,28,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,705,核熱造神ヒソウテンソク,核热造神非想天则,0.518519,27,,29,0.580645,31,0.548387,31,0.096774,31,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,706,命蓮,命莲,0.75,8,0.111111,9,0.666667,9,0.333333,9,0.111111,9,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,707,毘沙門天,毘沙门天,0.75,4,,4,1.0,4,0.25,4,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,708,嫦娥,嫦娥,0.68,25,0.041667,24,0.666667,24,0.48,25,0.04,25,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,800,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,0.336,125,0.080645,124,0.390625,128,0.507692,130,0.061538,130,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,801,ツチノコ,野槌,0.3,10,0.142857,7,0.545455,11,0.636364,11,,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,802,酒虫,酒虫,0.222222,9,,8,0.1,10,0.5,10,,10,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,806,月の都の門番,月之都的门卫,0.333333,3,,3,0.333333,3,0.333333,3,,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,807,水江浦島子,水江浦岛子（瑞江浦岛子）,1.0,1,,2,0.5,2,0.5,2,,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,808,岩笠,岩笠,0.714286,7,0.142857,7,0.5,8,0.125,8,,8,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,809,木花咲耶姫,木花咲耶姬,0.75,4,,6,0.5,6,0.6,5,0.166667,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,810,仙台四郎（福の神）,仙台四郎（福神）,0.5,2,,1,,1,1.0,1,,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,811,運松,运松翁,0.666667,3,,3,0.5,2,0.666667,3,0.333333,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,812,座敷童,座敷童子,0.5,2,,2,0.5,2,,,0.5,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,813,ホフゴブリン,地精,0.25,4,0.25,4,,4,0.75,4,0.25,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,814,万歳楽,万岁乐,0.272727,11,0.363636,11,0.230769,13,0.5,12,,13,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,815,ヤマネ,睡鼠,0.25,4,,4,0.25,4,0.75,4,,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,816,ケセランパサラン,袈裟罗婆娑罗,0.625,8,0.375,8,0.777778,9,0.333333,9,0.125,8,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,840,小鈴の両親,小铃的父母,0.4,5,,5,0.2,5,0.8,5,0.2,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,841,煙々羅,烟烟罗,,1,,2,,1,1.0,2,,2,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,842,チュパカブラ,卓柏卡布拉,0.090909,11,0.2,10,0.357143,14,0.571429,14,,14,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,843,沓頬,沓颊,0.5,4,,4,,4,0.75,4,,4,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,844,ウワバミ,蟒蛇,0.625,8,,10,0.4,10,0.363636,11,,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,845,易者,易者,0.46831,284,0.055749,287,0.361842,304,0.545455,297,0.043478,299,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,846,抗鬱薬おじさん,抗抑郁药大叔（长相酷似周杰伦的村民）,0.617284,81,0.126437,87,0.488372,86,0.458824,85,0.035294,85,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,847,なめえもん,蛞蝓（蛞蝓卫门）,0.5,22,0.090909,22,0.304348,23,0.565217,23,,23,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,848,塩屋敷の旦那,盐家老板,,1,,2,,2,1.0,3,,3,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9001,幻想科学（幻想機械）,,0.254902,51,0.196078,51,0.232143,56,0.545455,55,0.018519,54,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9002,恋色マスタースパーク（恋色マジック）,,0.618221,1844,0.182907,1837,0.628074,1952,0.412698,1890,0.075361,1871,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9003,サーカスレヴァリエ（機械サーカス）,,0.452381,42,0.380952,42,0.232558,43,0.581395,43,,44,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9004,二色蓮花蝶,,0.422868,551,0.167577,549,0.361158,587,0.533569,566,0.056799,581,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9005,少女綺想曲,,0.568893,1183,0.188663,1182,0.573376,1247,0.461347,1203,0.090528,1193,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9006,桜花之恋塚,,0.339056,233,0.213043,230,0.257143,245,0.590717,237,0.045643,241,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9007,花映塚,,0.532258,62,0.142857,63,0.507692,65,0.457627,59,0.047619,63,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9009,アンノウンX,,0.391566,166,0.187879,165,0.340782,179,0.538889,180,0.022727,176,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,901,妖精（メイド妖精・ひまわり妖精 他）,妖精（女仆妖精、向日葵妖精等）,0.354839,31,0.060606,33,0.277778,36,0.611111,36,,37,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9010,憑依華（OP曲）,,0.296296,27,0.12,25,0.307692,26,0.64,25,0.038462,26,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,902,幽霊（怨霊、神霊、化け化け含む）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,0.714286,7,0.5,6,0.75,8,0.5,8,,8,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,903,毛玉,毛玉,0.488889,45,0.071429,42,0.543478,46,0.608696,46,0.111111,45,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,904,UFO（赤・青・緑、その他）,飞碟（红、蓝、绿、其他）,0.454545,33,0.147059,34,0.513514,37,0.375,32,0.085714,35,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,921,兎（玉兎、永遠亭の妖怪兎 他）,兔子（玉兔、永远亭的妖怪兔等）,0.466667,15,0.230769,13,0.266667,15,0.5,14,,13,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,922,狸（化け狸、野鉄砲他）,狸（妖怪狸、野铁炮等）,,5,,4,0.2,5,0.8,5,,5,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,923,狐（妖怪狐、狐の子他）,狐（妖怪狐、年幼的妖狐等）,0.2,15,0.214286,14,0.2,15,0.785714,14,0.071429,14,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,924,カラス（地獄鴉、紫・文の使い魔 他）,乌鸦（地狱鸦、紫和文的使魔等）,0.625,8,0.25,8,0.555556,9,0.444444,9,0.125,8,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,941,河童（山童含む）,河童（含山童）,0.25,16,0.0625,16,0.4375,16,0.375,16,0.125,16,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,942,天狗（香霖堂の天狗、大天狗 他）,天狗（香霖堂的天狗、大天狗等）,0.285714,7,0.142857,7,0.428571,7,1.0,7,,6,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,943,龍（子龍、邪龍 他）,龙（子龙、邪龙等）,0.666667,9,,10,0.545455,11,0.272727,11,,11,官方角色条件问卷；各题分母不同，比例不可相加。
jp,16,9501,茨木 華扇,茨木华扇,0.409639,830,0.111111,837,0.422727,880,0.522807,855,0.064591,867,官方角色条件问卷；各题分母不同，比例不可相加。
