region,character_key,character_jp,character_cn,previous_round,round,round_gap,consecutive_rounds,previous_rank,rank,rank_improvement,previous_candidate_count,candidate_count,previous_top_percentile,top_percentile,top_percentile_change,interpretation_limit
jp,月の兎玉兎,月の兎（玉兎）,月の兎（玉兎）,8,9,1,True,124,132,-8.0,128,140,3.1496,5.7554,2.6058,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,名無しの本読み妖怪,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,7,8,1,True,72,71,1.0,124,128,42.2764,44.8819,2.6055,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,オレンジ,オレンジ,奥莲姬,17,18,1,True,166,173,-7.0,206,208,19.5122,16.9082,-2.604,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ミミちゃん,ミミちゃん,咪咪号,10,11,1,True,128,134,-6.0,159,172,19.6203,22.2222,2.6019,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,岡崎夢美,岡崎 夢美,冈崎梦美,20,21,1,True,94,90,4.0,217,221,56.9444,59.5455,2.6011,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,風見幽香,風見 幽香,风见幽香,6,7,1,True,9,7,2.0,108,124,92.5234,95.122,2.5986,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,朝倉理香子,朝倉 理香子,朝仓理香子,4,5,1,True,54,69,-15.0,71,94,24.2857,26.8817,2.596,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,聖白蓮,聖 白蓮,圣白莲,10,11,1,True,20,26,-6.0,159,172,87.9747,85.3801,-2.5946,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,命蓮,命蓮,命莲,13,14,1,True,156,161,-5.0,175,186,10.9195,13.5135,2.594,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,幽谷響子,幽谷 響子,幽谷响子,10,11,1,True,67,68,-1.0,159,172,58.2278,60.8187,2.5909,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ミミちゃん,ミミちゃん,咪咪号,18,19,1,True,171,172,-1.0,208,216,17.8744,20.4651,2.5907,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ヘカーティアラピスラズリ,ヘカーティア・ラピスラズリ,赫卡提亚·拉碧斯拉祖利,20,21,1,True,38,33,5.0,217,221,82.8704,85.4545,2.5841,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,魅魔,魅魔,魅魔,10,11,1,True,79,81,-2.0,159,172,50.6329,53.2164,2.5835,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,伊吹萃香,伊吹 萃香,伊吹萃香,4,5,1,True,15,22,-7.0,71,94,80.0,77.4194,-2.5806,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,秋静葉,秋 静葉,秋静叶,19,20,1,True,95,101,-6.0,216,217,56.2791,53.7037,-2.5754,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ヘカーティアラピスラズリ,ヘカーティア・ラピスラズリ,赫卡提亚·拉碧斯拉祖利,17,18,1,True,34,29,5.0,206,208,83.9024,86.4734,2.571,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,サラ,サラ,萨拉,17,18,1,True,174,181,-7.0,206,208,15.6098,13.0435,-2.5663,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,妖精メイド妖精ひまわり妖精他,妖精（メイド妖精・ひまわり妖精他）,妖精（女仆妖精、向日葵妖精等）,10,11,1,True,115,120,-5.0,159,172,27.8481,30.4094,2.5613,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,サリエル,サリエル,萨丽爱尔,17,18,1,True,133,129,4.0,206,208,35.6098,38.1643,2.5545,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,姫海棠はたて,姫海棠 はたて,姬海棠果,17,18,1,True,74,80,-6.0,206,208,64.3902,61.8357,-2.5545,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,龍子龍邪龍他,龍（子龍、邪龍 他）,龙（子龙、邪龙等）,17,18,1,True,178,185,-7.0,206,208,13.6585,11.1111,-2.5474,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,大ナマズ,大ナマズ,大鲶鱼,15,16,1,True,140,144,-4.0,186,198,24.8649,27.4112,2.5463,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,蓬莱山輝夜,蓬莱山 輝夜,蓬莱山辉夜,12,13,1,True,41,38,3.0,169,175,76.1905,78.7356,2.5451,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,里香,里香,里香,12,13,1,True,125,125,0.0,169,175,26.1905,28.7356,2.5451,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ツチノコ,ツチノコ,野槌,15,16,1,True,155,170,-15.0,186,198,16.7568,14.2132,-2.5436,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ミスティアローレライ,ミスティア・ローレライ,米斯蒂娅·萝蕾拉,9,10,1,True,45,47,-2.0,140,159,68.3453,70.8861,2.5408,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,メルランプリズムリバー,メルラン・プリズムリバー,梅露兰·普莉兹姆利巴,15,16,1,True,109,111,-2.0,186,198,41.6216,44.1624,2.5408,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,里の人間文花帖求聞史紀鈴奈庵などで登場した人間,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,村里的人类（在文花帖、求闻史记、铃奈庵等登场的人类）,20,21,1,True,194,192,2.0,217,221,10.6481,13.1818,2.5337,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,魅魔,魅魔,魅魔,7,8,1,True,56,61,-5.0,124,128,55.2846,52.7559,-2.5287,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,酒虫,酒虫,酒虫,17,18,1,True,182,189,-7.0,206,208,11.7073,9.1787,-2.5286,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,宮古芳香,宮古 芳香,宫古芳香,19,20,1,True,97,92,5.0,216,217,55.3488,57.8704,2.5216,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,名無しの本読み妖怪,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,19,20,1,True,122,128,-6.0,216,217,43.7209,41.2037,-2.5172,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,蓬莱山輝夜,蓬莱山 輝夜,蓬莱山辉夜,20,21,1,True,30,25,5.0,217,221,86.5741,89.0909,2.5168,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,依神女苑,依神女苑,依神女苑,18,19,1,True,68,76,-8.0,208,216,67.6329,65.1163,-2.5166,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,神降ろしの神霊天照伊豆能売他,神降ろしの神霊（天照、伊豆能売 他）,降神的神灵（天照、伊豆能卖等）,13,14,1,True,165,180,-15.0,175,186,5.7471,3.2432,-2.5039,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,星熊勇儀,星熊 勇儀,星熊勇仪,15,16,1,True,77,77,0.0,186,198,58.9189,61.4213,2.5024,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,九十九八橋,九十九 八橋,九十九八桥,20,21,1,True,136,144,-8.0,217,221,37.5,35.0,-2.5,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,エリー,エリー,艾丽,13,14,1,True,118,130,-12.0,175,186,32.7586,30.2703,-2.4883,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,風見幽香,風見 幽香,风见幽香,16,17,1,True,28,24,4.0,198,206,86.2944,88.7805,2.4861,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,万歳楽,万歳楽,万岁乐,15,16,1,True,169,175,-6.0,186,198,9.1892,11.6751,2.4859,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,幽霊怨霊神霊化け化け含む,幽霊（怨霊、神霊、化け化け含む）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,12,13,1,True,160,170,-10.0,169,175,5.3571,2.8736,-2.4835,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,封獣ぬえ,封獣 ぬえ,封兽鵺,18,19,1,True,44,51,-7.0,208,216,79.2271,76.7442,-2.4829,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,封獣ぬえ,封獣 ぬえ,封兽鵺,9,10,1,True,37,38,-1.0,140,159,74.1007,76.5823,2.4816,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,姫海棠はたて,姫海棠 はたて,姬海棠果,13,14,1,True,55,63,-8.0,175,186,68.9655,66.4865,-2.479,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,くるみ,くるみ,胡桃,19,20,1,True,140,146,-6.0,216,217,35.3488,32.8704,-2.4784,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,アリスマーガトロイド,アリス・マーガトロイド,爱丽丝·玛格特洛依德,6,7,1,True,8,6,2.0,108,124,93.4579,95.935,2.4771,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,幽霊怨霊神霊化け化け含む,幽霊（怨霊、神霊、化け化け含む）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,17,18,1,True,193,200,-7.0,206,208,6.3415,3.8647,-2.4768,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,神降ろしの神霊天照伊豆能売他,神降ろしの神霊（天照、伊豆能売 他）,降神的神灵（天照、伊豆能卖等）,20,21,1,True,193,202,-9.0,217,221,11.1111,8.6364,-2.4747,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,塩屋敷の旦那,塩屋敷の旦那,盐家老板,15,16,1,True,184,191,-7.0,186,198,1.0811,3.5533,2.4722,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,塩屋敷の旦那,塩屋敷の旦那,盐家老板,17,18,1,True,194,201,-7.0,206,208,5.8537,3.3816,-2.4721,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,チュパカブラ,チュパカブラ,卓柏卡布拉,10,11,1,True,125,131,-6.0,159,172,21.519,23.9766,2.4576,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,星熊勇儀,星熊 勇儀,星熊勇仪,6,7,1,True,41,50,-9.0,108,124,62.6168,60.1626,-2.4542,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,妖精メイド妖精ひまわり妖精他,妖精（メイド妖精・ひまわり妖精 他）,妖精（女仆妖精、向日葵妖精等）,16,17,1,True,148,159,-11.0,198,206,25.3807,22.9268,-2.4539,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小鈴の両親,小鈴の両親,小铃的父母,17,18,1,True,198,205,-7.0,206,208,3.9024,1.4493,-2.4531,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,天弓千亦,天弓 千亦,天弓千亦,19,20,1,True,64,59,5.0,216,217,70.6977,73.1481,2.4504,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,犬走椛,犬走 椛,犬走椛,9,10,1,True,22,21,1.0,140,159,84.8921,87.3418,2.4497,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,豊聡耳神子,豊聡耳 神子,丰聪耳神子,13,14,1,True,41,39,2.0,175,186,77.0115,79.4595,2.448,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八意永琳,八意 永琳,八意永琳,18,19,1,True,46,53,-7.0,208,216,78.2609,75.814,-2.4469,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,アリスマーガトロイド,アリス・マーガトロイド,爱丽丝·玛格特洛依德,9,10,1,True,2,6,-4.0,140,159,99.2806,96.8354,-2.4452,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,上白沢慧音,上白沢 慧音,上白泽慧音,19,20,1,True,55,50,5.0,216,217,74.8837,77.3148,2.4311,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,九十九弁々,九十九 弁々,九十九弁弁,20,21,1,True,127,124,3.0,217,221,41.6667,44.0909,2.4242,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,レミリアスカーレット,レミリア・スカーレット,蕾米莉亚·斯卡蕾特,3,4,1,True,8,11,-3.0,60,71,88.1356,85.7143,-2.4213,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八意永琳,八意 永琳,八意永琳,13,14,1,True,57,65,-8.0,175,186,67.8161,65.4054,-2.4107,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,河城にとり,河城 にとり,河城荷取,10,11,1,True,24,30,-6.0,159,172,85.443,83.0409,-2.4021,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,豪徳寺ミケ,豪徳寺 ミケ,豪德寺三花,20,21,1,True,124,121,3.0,217,221,43.0556,45.4545,2.3989,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,綿月依姫,綿月 依姫,绵月依姬,13,14,1,True,89,99,-10.0,175,186,49.4253,47.027,-2.3983,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,小野塚小町,小野塚 小町,小野塚小町,4,5,1,True,23,28,-5.0,71,94,68.5714,70.9677,2.3963,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,夢月,夢月,梦月,13,14,1,True,105,116,-11.0,175,186,40.2299,37.8378,-2.3921,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,華扇の動物久米竿打雷獣彭祖人面犬他,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,华扇的宠物（久米、竿打、雷兽（务光）、彭祖、人面犬等）,19,20,1,True,182,188,-6.0,216,217,15.814,13.4259,-2.3881,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,蓬莱人形レーベルイラストの娘,蓬莱人形レーベルイラストの娘,蓬莱人形碟面的少女（Label子）,15,16,1,True,129,142,-13.0,186,198,30.8108,28.4264,-2.3844,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,饕餮尤魔,饕餮 尤魔,饕餮尤魔,20,21,1,True,42,48,-6.0,217,221,81.0185,78.6364,-2.3821,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,魅魔,魅魔,魅魔,12,13,1,True,89,88,1.0,169,175,47.619,50.0,2.381,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,毘沙門天,毘沙門天,毘沙门天,17,18,1,True,198,195,3.0,206,208,3.9024,6.2802,2.3778,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,森近霖之助,森近 霖之助,森近霖之助,9,10,1,True,54,65,-11.0,140,159,61.8705,59.4937,-2.3768,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,レイラプリズムリバー,レイラ･プリズムリバー,蕾拉·普莉兹姆利巴,7,8,1,True,93,99,-6.0,124,128,25.2033,22.8346,-2.3687,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,秋静葉,秋 静葉,秋静叶,17,18,1,True,93,89,4.0,206,208,55.122,57.4879,2.3659,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,埴安神袿姫,埴安神 袿姫,埴安神袿姬,20,21,1,True,66,62,4.0,217,221,69.9074,72.2727,2.3653,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,幽霊怨霊神霊化け化け含む,幽霊（怨霊、神霊、化け化け含む）,幽灵（包括怨灵、神灵、旧作的一种杂鱼）,19,20,1,True,193,199,-6.0,216,217,10.6977,8.3333,-2.3644,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,鈴瑚,鈴瑚,铃瑚,13,14,1,True,90,100,-10.0,175,186,48.8506,46.4865,-2.3641,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,紅美鈴,紅 美鈴,红美铃,19,20,1,True,23,18,5.0,216,217,89.7674,92.1296,2.3622,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八意永琳,八意 永琳,八意永琳,11,12,1,True,56,59,-3.0,172,169,67.8363,65.4762,-2.3601,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,木花咲耶姫,木花咲耶姫,木花咲耶姬,19,20,1,True,196,202,-6.0,216,217,9.3023,6.9444,-2.3579,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,埴安神袿姫,埴安神 袿姫,埴安神袿姬,18,19,1,True,51,58,-7.0,208,216,75.8454,73.4884,-2.357,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,秋穣子,秋 穣子,秋穰子,20,21,1,True,99,106,-7.0,217,221,54.6296,52.2727,-2.3569,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,チルノ,チルノ,琪露诺,9,10,1,True,25,32,-7.0,140,159,82.7338,80.3797,-2.3541,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,マイ,マイ,舞,5,6,1,True,64,76,-12.0,94,108,32.2581,29.9065,-2.3516,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,幻月,幻月,幻月,16,17,1,True,104,113,-9.0,198,206,47.7157,45.3659,-2.3498,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,風見幽香,風見 幽香,风见幽香,10,11,1,True,13,18,-5.0,159,172,92.4051,90.0585,-2.3466,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,レイラプリズムリバー,レイラ･プリズムリバー,蕾拉·普莉兹姆利巴,8,9,1,True,99,105,-6.0,128,140,22.8346,25.1799,2.3453,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,チルノ,チルノ,琪露诺,19,20,1,True,15,10,5.0,216,217,93.4884,95.8333,2.3449,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,オオワシ霊,オオワシ霊,大鹫灵,18,19,1,True,183,185,-2.0,208,216,12.0773,14.4186,2.3413,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八意永琳,八意 永琳,八意永琳,9,10,1,True,50,53,-3.0,140,159,64.7482,67.0886,2.3404,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,毛玉,毛玉,毛玉,9,10,1,True,91,107,-16.0,140,159,35.2518,32.9114,-2.3404,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八意永琳,八意 永琳,八意永琳,12,13,1,True,59,57,2.0,169,175,65.4762,67.8161,2.3399,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,玄爺,玄爺,玄爷,12,13,1,True,139,148,-9.0,169,175,17.8571,15.5172,-2.3399,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,蓬莱人形レーベルイラストの娘,蓬莱人形レーベルイラストの娘,蓬莱人形碟面的少女（Label子）,18,19,1,True,157,158,-1.0,208,216,24.6377,26.9767,2.339,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,稗田阿求,稗田 阿求,稗田阿求,15,16,1,True,72,72,0.0,186,198,61.6216,63.9594,2.3378,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ルイズ,ルイズ,露易兹,16,17,1,True,154,165,-11.0,198,206,22.335,20.0,-2.335,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,物部布都,物部 布都,物部布都,15,16,1,True,41,39,2.0,186,198,78.3784,80.7107,2.3323,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,明羅,明羅,明罗,7,8,1,True,92,92,0.0,124,128,26.0163,28.3465,2.3302,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,レイセン,レイセン,铃仙二号,15,16,1,True,118,121,-3.0,186,198,36.7568,39.0863,2.3295,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,赤蛮奇,赤蛮奇,赤蛮奇,11,12,1,True,53,56,-3.0,172,169,69.5906,67.2619,-2.3287,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,リグルナイトバグ,リグル・ナイトバグ,莉格露·奈特巴格,17,18,1,True,85,81,4.0,206,208,59.0244,61.3527,2.3283,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,多々良小傘,多々良 小傘,多多良小伞,17,18,1,True,20,25,-5.0,206,208,90.7317,88.4058,-2.3259,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,メルランプリズムリバー,メルラン・プリズムリバー,梅露兰·普莉兹姆利巴,4,5,1,True,38,48,-10.0,71,94,47.1429,49.4624,2.3195,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,九十九八橋,九十九 八橋,九十九八桥,17,18,1,True,124,130,-6.0,206,208,40.0,37.6812,-2.3188,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,明羅,明羅,明罗,13,14,1,True,132,136,-4.0,175,186,24.7126,27.027,2.3144,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ミミちゃん,ミミちゃん,咪咪号,16,17,1,True,167,169,-2.0,198,206,15.736,18.0488,2.3128,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,九十九弁々,九十九 弁々,九十九弁弁,16,17,1,True,106,115,-9.0,198,206,46.7005,44.3902,-2.3103,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,奥野田美宵,奥野田 美宵,奥野田美宵,16,17,1,True,93,92,1.0,198,206,53.2995,55.6098,2.3103,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,塩屋敷の旦那,塩屋敷の旦那,盐家老板,16,17,1,True,191,194,-3.0,198,206,3.5533,5.8537,2.3004,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,月の都の門番,月の都の門番,月之都的门卫,16,17,1,True,191,194,-3.0,198,206,3.5533,5.8537,2.3004,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,狐妖怪狐狐の子他,狐（妖怪狐、狐の子他）,狐（妖怪狐、年幼的妖狐等）,12,13,1,True,141,142,-1.0,169,175,16.6667,18.9655,2.2988,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,座敷童,座敷童,座敷童子,19,20,1,True,207,203,4.0,216,217,4.186,6.4815,2.2955,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,十六夜咲夜,十六夜 咲夜,十六夜咲夜,5,6,1,True,4,2,2.0,94,108,96.7742,99.0654,2.2912,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,堀川雷鼓,堀川 雷鼓,堀川雷鼓,13,14,1,True,68,68,0.0,175,186,61.4943,63.7838,2.2895,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,毛玉,毛玉,毛玉,4,5,1,True,44,56,-12.0,71,94,38.5714,40.8602,2.2888,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,犬走椛,犬走 椛,犬走椛,6,7,1,True,29,36,-7.0,108,124,73.8318,71.5447,-2.2871,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ルイズ,ルイズ,露易兹,8,9,1,True,105,118,-13.0,128,140,18.1102,15.8273,-2.2829,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,永江衣玖,永江 衣玖,永江衣玖,15,16,1,True,55,63,-8.0,186,198,70.8108,68.5279,-2.2829,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,ケセランパサラン,ケセランパサラン,袈裟罗婆娑罗,19,20,1,True,201,197,4.0,216,217,6.9767,9.2593,2.2826,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,サリエル,サリエル,萨丽爱尔,7,8,1,True,90,90,0.0,124,128,27.6423,29.9213,2.279,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,宇佐見蓮子,宇佐見 蓮子,宇佐见莲子,12,13,1,True,28,25,3.0,169,175,83.9286,86.2069,2.2783,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,物部布都,物部 布都,物部布都,17,18,1,True,32,37,-5.0,206,208,84.878,82.6087,-2.2693,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,豊聡耳神子,豊聡耳 神子,丰聪耳神子,10,11,1,True,36,35,1.0,159,172,77.8481,80.117,2.2689,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八雲藍,八雲 藍,八云蓝,15,16,1,True,39,37,2.0,186,198,79.4595,81.7259,2.2664,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,八雲藍,八雲 藍,八云蓝,19,20,1,True,24,29,-5.0,216,217,89.3023,87.037,-2.2653,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,朝倉理香子,朝倉 理香子,朝仓理香子,10,11,1,True,121,127,-6.0,159,172,24.0506,26.3158,2.2652,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
jp,堀川雷鼓,堀川 雷鼓,堀川雷鼓,15,16,1,True,71,80,-9.0,186,198,62.1622,59.8985,-2.2637,名次与分位变化均为描述性；同票、候选合并、规则与投票者构成变化仍需逐届核对。
